URL,Page type,Status,Canonical,Published,Updated,Lastmod,Source field,Result
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-asus-vivobook,Service,200,https://amphon.co.th/บริการ/รับซื้อ-asus-vivobook,2026-06-23,,2026-06-23,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-cpu,Service,200,https://amphon.co.th/บริการ/รับซื้อ-cpu,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-dell-alienware,Service,200,https://amphon.co.th/บริการ/รับซื้อ-dell-alienware,2026-06-23,,2026-06-23,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-dell-g-series,Service,200,https://amphon.co.th/บริการ/รับซื้อ-dell-g-series,2026-06-23,,2026-06-23,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-dell-inspiron,Service,200,https://amphon.co.th/บริการ/รับซื้อ-dell-inspiron,2026-06-23,,2026-06-23,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-dell-latitude,Service,200,https://amphon.co.th/บริการ/รับซื้อ-dell-latitude,2026-06-23,,2026-06-23,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-desktop-pc,Service,200,https://amphon.co.th/บริการ/รับซื้อ-desktop-pc,2026-06-24,,2026-06-24,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gaming-pc,Service,200,https://amphon.co.th/บริการ/รับซื้อ-gaming-pc,2026-06-24,,2026-06-24,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gigabyte-aorus,Service,200,https://amphon.co.th/บริการ/รับซื้อ-gigabyte-aorus,2026-06-23,,2026-06-23,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gigabyte-g5-g6-g7,Service,200,https://amphon.co.th/บริการ/รับซื้อ-gigabyte-g5-g6-g7,2026-06-23,,2026-06-23,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gigabyte-gaming-notebook,Service,200,https://amphon.co.th/บริการ/รับซื้อ-gigabyte-gaming-notebook,2026-06-23,,2026-06-23,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-action-camera,Service,200,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hp-elitebook,Service,200,https://amphon.co.th/บริการ/รับซื้อ-hp-elitebook,2026-06-23,,2026-06-23,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hp-omen,Service,200,https://amphon.co.th/บริการ/รับซื้อ-hp-omen,2026-06-23,,2026-06-23,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hp-pavilion,Service,200,https://amphon.co.th/บริการ/รับซื้อ-hp-pavilion,2026-06-23,,2026-06-23,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hp-victus,Service,200,https://amphon.co.th/บริการ/รับซื้อ-hp-victus,2026-06-23,,2026-06-23,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-imac,Service,200,https://amphon.co.th/บริการ/รับซื้อ-imac,2026-06-24,,2026-06-24,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-imac-mac-mini,Service,200,https://amphon.co.th/บริการ/รับซื้อ-imac-mac-mini,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-ipad,Service,200,https://amphon.co.th/บริการ/รับซื้อ-ipad,2026-06-24,,2026-06-24,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-ipad-%E0%B8%88%E0%B8%AD%E0%B9%81%E0%B8%95%E0%B8%81,Service,200,https://amphon.co.th/บริการ/รับซื้อ-ipad-จอแตก,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-ipad-%E0%B9%80%E0%B8%AA%E0%B8%B5%E0%B8%A2,Service,200,https://amphon.co.th/บริการ/รับซื้อ-ipad-เสีย,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-ipad-air,Service,200,https://amphon.co.th/บริการ/รับซื้อ-ipad-air,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-ipad-gen,Service,200,https://amphon.co.th/บริการ/รับซื้อ-ipad-gen,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-ipad-mini,Service,200,https://amphon.co.th/บริการ/รับซื้อ-ipad-mini,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-ipad-pro,Service,200,https://amphon.co.th/บริการ/รับซื้อ-ipad-pro,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-iphone,Service,200,https://amphon.co.th/บริการ/รับซื้อ-iphone,2026-06-24,,2026-06-24,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-iphone-%E0%B8%88%E0%B8%AD%E0%B9%81%E0%B8%95%E0%B8%81,Service,200,https://amphon.co.th/บริการ/รับซื้อ-iphone-จอแตก,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-iphone-%E0%B8%95%E0%B8%B4%E0%B8%94-icloud,Service,200,https://amphon.co.th/บริการ/รับซื้อ-iphone-ติด-icloud,2026-06-14,2026-07-27,2026-07-27,updated,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-iphone-%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%81,Service,200,https://amphon.co.th/บริการ/รับซื้อ-iphone-เครื่องนอก,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-iphone-13,Service,200,https://amphon.co.th/บริการ/รับซื้อ-iphone-13,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-iphone-14,Service,200,https://amphon.co.th/บริการ/รับซื้อ-iphone-14,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-iphone-15,Service,200,https://amphon.co.th/บริการ/รับซื้อ-iphone-15,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-iphone-16,Service,200,https://amphon.co.th/บริการ/รับซื้อ-iphone-16,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-iphone-17,Service,200,https://amphon.co.th/บริการ/รับซื้อ-iphone-17,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-iphone-face-id-%E0%B9%80%E0%B8%AA%E0%B8%B5%E0%B8%A2,Service,200,https://amphon.co.th/บริการ/รับซื้อ-iphone-face-id-เสีย,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-iphone-pro-max,Service,200,https://amphon.co.th/บริการ/รับซื้อ-iphone-pro-max,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-jbl,Service,200,https://amphon.co.th/บริการ/รับซื้อ-jbl,2026-06-03,,2026-06-03,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-lenovo-ideapad,Service,200,https://amphon.co.th/บริการ/รับซื้อ-lenovo-ideapad,2026-06-23,,2026-06-23,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-lenovo-legion,Service,200,https://amphon.co.th/บริการ/รับซื้อ-lenovo-legion,2026-06-23,,2026-06-23,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-lenovo-loq,Service,200,https://amphon.co.th/บริการ/รับซื้อ-lenovo-loq,2026-06-23,,2026-06-23,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-lenovo-thinkpad,Service,200,https://amphon.co.th/บริการ/รับซื้อ-lenovo-thinkpad,2026-06-23,,2026-06-23,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-mac-mini,Service,200,https://amphon.co.th/บริการ/รับซื้อ-mac-mini,2026-06-03,,2026-06-03,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-macbook,Service,200,https://amphon.co.th/บริการ/รับซื้อ-macbook,2026-06-24,2026-07-26,2026-07-26,updated,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-macbook-%E0%B8%88%E0%B8%AD%E0%B9%81%E0%B8%95%E0%B8%81,Service,200,https://amphon.co.th/บริการ/รับซื้อ-macbook-จอแตก,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-macbook-%E0%B9%80%E0%B8%AA%E0%B8%B5%E0%B8%A2,Service,200,https://amphon.co.th/บริการ/รับซื้อ-macbook-เสีย,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-macbook-air,Service,200,https://amphon.co.th/บริการ/รับซื้อ-macbook-air,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-macbook-intel,Service,200,https://amphon.co.th/บริการ/รับซื้อ-macbook-intel,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-macbook-m1,Service,200,https://amphon.co.th/บริการ/รับซื้อ-macbook-m1,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-macbook-m2,Service,200,https://amphon.co.th/บริการ/รับซื้อ-macbook-m2,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-macbook-m3-m4,Service,200,https://amphon.co.th/บริการ/รับซื้อ-macbook-m3-m4,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-macbook-pro,Service,200,https://amphon.co.th/บริการ/รับซื้อ-macbook-pro,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-magic-keyboard-ipad,Service,200,https://amphon.co.th/บริการ/รับซื้อ-magic-keyboard-ipad,2026-06-14,,2026-06-14,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-marshall,Service,200,https://amphon.co.th/บริการ/รับซื้อ-marshall,2026-06-03,,2026-06-03,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-msi-cyborg,Service,200,https://amphon.co.th/บริการ/รับซื้อ-msi-cyborg,2026-06-23,,2026-06-23,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-msi-katana,Service,200,https://amphon.co.th/บริการ/รับซื้อ-msi-katana,2026-06-23,,2026-06-23,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-msi-notebook,Service,200,https://amphon.co.th/บริการ/รับซื้อ-msi-notebook,2026-06-23,,2026-06-23,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-msi-pulse-crosshair,Service,200,https://amphon.co.th/บริการ/รับซื้อ-msi-pulse-crosshair,2026-06-23,,2026-06-23,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-msi-raider,Service,200,https://amphon.co.th/บริการ/รับซื้อ-msi-raider,2026-06-23,,2026-06-23,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-msi-stealth,Service,200,https://amphon.co.th/บริการ/รับซื้อ-msi-stealth,2026-06-23,,2026-06-23,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-msi-sword,Service,200,https://amphon.co.th/บริการ/รับซื้อ-msi-sword,2026-06-23,,2026-06-23,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-msi-thin,Service,200,https://amphon.co.th/บริการ/รับซื้อ-msi-thin,2026-06-23,,2026-06-23,date,PASS
https://amphon.co.th/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-msi-titan,Service,200,https://amphon.co.th/บริการ/รับซื้อ-msi-titan,2026-06-23,,2026-06-23,date,PASS
