legacy_unicode_url,legacy_encoded_url,expected_destination,current_status,current_location,expected_status,notes
/รับซื้อ,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD,/รับซื้อสินค้าไอที,404 (production baseline before deploy),,301,hub rename; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-gopro-ขอนแก่น,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99,/บริการ/รับซื้อ-gopro-action-camera,404 (production baseline before deploy),,301,legacy gopro×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อเลนส์-ขอนแก่น,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99,/บริการ/รับซื้อเลนส์กล้อง,404 (production baseline before deploy),,301,legacy lens×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-storage-nas-ขอนแก่น,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99,/บริการ/รับซื้อ-nas,404 (production baseline before deploy),,301,legacy nas×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-hdd-ชัยภูมิ,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B8%A0%E0%B8%B9%E0%B8%A1%E0%B8%B4,/รับซื้อ/รับซื้อ-ssd-ชัยภูมิ,404 (production baseline before deploy),,301,legacy hdd×province → ssd×province; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-gopro-ชัยภูมิ,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B8%A0%E0%B8%B9%E0%B8%A1%E0%B8%B4,/บริการ/รับซื้อ-gopro-action-camera,404 (production baseline before deploy),,301,legacy gopro×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อเลนส์-ชัยภูมิ,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B8%A0%E0%B8%B9%E0%B8%A1%E0%B8%B4,/บริการ/รับซื้อเลนส์กล้อง,404 (production baseline before deploy),,301,legacy lens×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-storage-nas-ชัยภูมิ,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B8%A0%E0%B8%B9%E0%B8%A1%E0%B8%B4,/บริการ/รับซื้อ-nas,404 (production baseline before deploy),,301,legacy nas×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-hdd-นครพนม,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%9E%E0%B8%99%E0%B8%A1,/รับซื้อ/รับซื้อ-ssd-นครพนม,404 (production baseline before deploy),,301,legacy hdd×province → ssd×province; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-gopro-นครพนม,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%9E%E0%B8%99%E0%B8%A1,/บริการ/รับซื้อ-gopro-action-camera,404 (production baseline before deploy),,301,legacy gopro×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อเลนส์-นครพนม,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%9E%E0%B8%99%E0%B8%A1,/บริการ/รับซื้อเลนส์กล้อง,404 (production baseline before deploy),,301,legacy lens×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-storage-nas-นครพนม,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%9E%E0%B8%99%E0%B8%A1,/บริการ/รับซื้อ-nas,404 (production baseline before deploy),,301,legacy nas×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-hdd-นครราชสีมา,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%AA%E0%B8%B5%E0%B8%A1%E0%B8%B2,/รับซื้อ/รับซื้อ-ssd-นครราชสีมา,404 (production baseline before deploy),,301,legacy hdd×province → ssd×province; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-gopro-นครราชสีมา,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%AA%E0%B8%B5%E0%B8%A1%E0%B8%B2,/บริการ/รับซื้อ-gopro-action-camera,404 (production baseline before deploy),,301,legacy gopro×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อเลนส์-นครราชสีมา,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%AA%E0%B8%B5%E0%B8%A1%E0%B8%B2,/บริการ/รับซื้อเลนส์กล้อง,404 (production baseline before deploy),,301,legacy lens×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-storage-nas-นครราชสีมา,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%AA%E0%B8%B5%E0%B8%A1%E0%B8%B2,/บริการ/รับซื้อ-nas,404 (production baseline before deploy),,301,legacy nas×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-hdd-บึงกาฬ,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%9A%E0%B8%B6%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%AC,/รับซื้อ/รับซื้อ-ssd-บึงกาฬ,404 (production baseline before deploy),,301,legacy hdd×province → ssd×province; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-gopro-บึงกาฬ,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%9A%E0%B8%B6%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%AC,/บริการ/รับซื้อ-gopro-action-camera,404 (production baseline before deploy),,301,legacy gopro×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อเลนส์-บึงกาฬ,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%9A%E0%B8%B6%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%AC,/บริการ/รับซื้อเลนส์กล้อง,404 (production baseline before deploy),,301,legacy lens×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-storage-nas-บึงกาฬ,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%9A%E0%B8%B6%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%AC,/บริการ/รับซื้อ-nas,404 (production baseline before deploy),,301,legacy nas×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-hdd-บุรีรัมย์,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%A1%E0%B8%A2%E0%B9%8C,/รับซื้อ/รับซื้อ-ssd-บุรีรัมย์,404 (production baseline before deploy),,301,legacy hdd×province → ssd×province; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-gopro-บุรีรัมย์,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%A1%E0%B8%A2%E0%B9%8C,/บริการ/รับซื้อ-gopro-action-camera,404 (production baseline before deploy),,301,legacy gopro×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อเลนส์-บุรีรัมย์,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%A1%E0%B8%A2%E0%B9%8C,/บริการ/รับซื้อเลนส์กล้อง,404 (production baseline before deploy),,301,legacy lens×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-storage-nas-บุรีรัมย์,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%A1%E0%B8%A2%E0%B9%8C,/บริการ/รับซื้อ-nas,404 (production baseline before deploy),,301,legacy nas×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-hdd-มหาสารคาม,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%AA%E0%B8%B2%E0%B8%A3%E0%B8%84%E0%B8%B2%E0%B8%A1,/รับซื้อ/รับซื้อ-ssd-มหาสารคาม,404 (production baseline before deploy),,301,legacy hdd×province → ssd×province; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-gopro-มหาสารคาม,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%AA%E0%B8%B2%E0%B8%A3%E0%B8%84%E0%B8%B2%E0%B8%A1,/บริการ/รับซื้อ-gopro-action-camera,404 (production baseline before deploy),,301,legacy gopro×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อเลนส์-มหาสารคาม,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%AA%E0%B8%B2%E0%B8%A3%E0%B8%84%E0%B8%B2%E0%B8%A1,/บริการ/รับซื้อเลนส์กล้อง,404 (production baseline before deploy),,301,legacy lens×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-storage-nas-มหาสารคาม,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%AA%E0%B8%B2%E0%B8%A3%E0%B8%84%E0%B8%B2%E0%B8%A1,/บริการ/รับซื้อ-nas,404 (production baseline before deploy),,301,legacy nas×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-hdd-มุกดาหาร,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B8%94%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3,/รับซื้อ/รับซื้อ-ssd-มุกดาหาร,404 (production baseline before deploy),,301,legacy hdd×province → ssd×province; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-gopro-มุกดาหาร,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B8%94%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3,/บริการ/รับซื้อ-gopro-action-camera,404 (production baseline before deploy),,301,legacy gopro×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อเลนส์-มุกดาหาร,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B8%94%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3,/บริการ/รับซื้อเลนส์กล้อง,404 (production baseline before deploy),,301,legacy lens×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-storage-nas-มุกดาหาร,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%A1%E0%B8%B8%E0%B8%81%E0%B8%94%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3,/บริการ/รับซื้อ-nas,404 (production baseline before deploy),,301,legacy nas×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-hdd-ยโสธร,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%A2%E0%B9%82%E0%B8%AA%E0%B8%98%E0%B8%A3,/รับซื้อ/รับซื้อ-ssd-ยโสธร,404 (production baseline before deploy),,301,legacy hdd×province → ssd×province; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-gopro-ยโสธร,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%A2%E0%B9%82%E0%B8%AA%E0%B8%98%E0%B8%A3,/บริการ/รับซื้อ-gopro-action-camera,404 (production baseline before deploy),,301,legacy gopro×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อเลนส์-ยโสธร,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%A2%E0%B9%82%E0%B8%AA%E0%B8%98%E0%B8%A3,/บริการ/รับซื้อเลนส์กล้อง,404 (production baseline before deploy),,301,legacy lens×province → service hub; unicode_rule=true; encoded_rule=true
/รับซื้อ/รับซื้อ-storage-nas-ยโสธร,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%A2%E0%B9%82%E0%B8%AA%E0%B8%98%E0%B8%A3,/บริการ/รับซื้อ-nas,404 (production baseline before deploy),,301,legacy nas×province → service hub; unicode_rule=true; encoded_rule=true
