Source file,URL,Page type,Title,H1,Main keyword,Word count,Indexable,Canonical,Internal links in,Internal links out,GSC clicks,GSC impressions,Position,Risk
src/content/serviceAreas/รับซื้อแท็บเล็ต-กาฬสินธุ์.md,/รับซื้อ/รับซื้อแท็บเล็ต-กาฬสินธุ์,Location,รับซื้อ แท็บเล็ต กาฬสินธุ์ ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต กาฬสินธุ์ ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต กาฬสินธุ์,717,Yes,https://amphon.co.th/รับซื้อ/รับซื้อแท็บเล็ต-กาฬสินธุ์,0,2,1,1,3,Preserve GSC signal; Location template; no rewrite
src/content/serviceAreas/รับซื้อแท็บเล็ต-ขอนแก่น.md,/รับซื้อ/รับซื้อแท็บเล็ต-ขอนแก่น,Location,รับซื้อ แท็บเล็ต ขอนแก่น ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต ขอนแก่น ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต ขอนแก่น,737,Yes,https://amphon.co.th/รับซื้อ/รับซื้อแท็บเล็ต-ขอนแก่น,0,2,0,2,3.5,Location template; no rewrite
src/content/serviceAreas/รับซื้อแท็บเล็ต-ชัยภูมิ.md,/รับซื้อ/รับซื้อแท็บเล็ต-ชัยภูมิ,Location,รับซื้อ แท็บเล็ต ชัยภูมิ ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต ชัยภูมิ ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต ชัยภูมิ,741,Yes,https://amphon.co.th/รับซื้อ/รับซื้อแท็บเล็ต-ชัยภูมิ,0,2,0,0,,Location template; no rewrite
src/content/serviceAreas/รับซื้อแท็บเล็ต-นครพนม.md,/รับซื้อ/รับซื้อแท็บเล็ต-นครพนม,Location,รับซื้อ แท็บเล็ต นครพนม ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต นครพนม ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต นครพนม,683,Yes,https://amphon.co.th/รับซื้อ/รับซื้อแท็บเล็ต-นครพนม,0,2,0,0,,Location template; no rewrite
src/content/serviceAreas/รับซื้อแท็บเล็ต-นครราชสีมา.md,/รับซื้อ/รับซื้อแท็บเล็ต-นครราชสีมา,Location,รับซื้อ แท็บเล็ต นครราชสีมา ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต นครราชสีมา ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต นครราชสีมา,752,Yes,https://amphon.co.th/รับซื้อ/รับซื้อแท็บเล็ต-นครราชสีมา,0,2,0,0,,Location template; no rewrite
src/content/serviceAreas/รับซื้อแท็บเล็ต-บึงกาฬ.md,/รับซื้อ/รับซื้อแท็บเล็ต-บึงกาฬ,Location,รับซื้อ แท็บเล็ต บึงกาฬ ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต บึงกาฬ ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต บึงกาฬ,697,Yes,https://amphon.co.th/รับซื้อ/รับซื้อแท็บเล็ต-บึงกาฬ,0,2,0,1,4,Location template; no rewrite
src/content/serviceAreas/รับซื้อแท็บเล็ต-บุรีรัมย์.md,/รับซื้อ/รับซื้อแท็บเล็ต-บุรีรัมย์,Location,รับซื้อ แท็บเล็ต บุรีรัมย์ ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต บุรีรัมย์ ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต บุรีรัมย์,727,Yes,https://amphon.co.th/รับซื้อ/รับซื้อแท็บเล็ต-บุรีรัมย์,0,2,0,3,3,Location template; no rewrite
src/content/serviceAreas/รับซื้อแท็บเล็ต-มหาสารคาม.md,/รับซื้อ/รับซื้อแท็บเล็ต-มหาสารคาม,Location,รับซื้อ แท็บเล็ต มหาสารคาม ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต มหาสารคาม ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต มหาสารคาม,707,Yes,https://amphon.co.th/รับซื้อ/รับซื้อแท็บเล็ต-มหาสารคาม,0,2,0,1,9,Location template; no rewrite
src/content/serviceAreas/รับซื้อแท็บเล็ต-มุกดาหาร.md,/รับซื้อ/รับซื้อแท็บเล็ต-มุกดาหาร,Location,รับซื้อ แท็บเล็ต มุกดาหาร ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต มุกดาหาร ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต มุกดาหาร,681,Yes,https://amphon.co.th/รับซื้อ/รับซื้อแท็บเล็ต-มุกดาหาร,0,2,0,0,,Location template; no rewrite
src/content/serviceAreas/รับซื้อแท็บเล็ต-ยโสธร.md,/รับซื้อ/รับซื้อแท็บเล็ต-ยโสธร,Location,รับซื้อ แท็บเล็ต ยโสธร ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต ยโสธร ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต ยโสธร,688,Yes,https://amphon.co.th/รับซื้อ/รับซื้อแท็บเล็ต-ยโสธร,0,2,0,0,,Location template; no rewrite
src/content/serviceAreas/รับซื้อแท็บเล็ต-ร้อยเอ็ด.md,/รับซื้อ/รับซื้อแท็บเล็ต-ร้อยเอ็ด,Location,รับซื้อ แท็บเล็ต ร้อยเอ็ด ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต ร้อยเอ็ด ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต ร้อยเอ็ด,742,Yes,https://amphon.co.th/รับซื้อ/รับซื้อแท็บเล็ต-ร้อยเอ็ด,0,2,0,0,,Location template; no rewrite
src/content/serviceAreas/รับซื้อแท็บเล็ต-เลย.md,/รับซื้อ/รับซื้อแท็บเล็ต-เลย,Location,รับซื้อ แท็บเล็ต เลย ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต เลย ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต เลย,703,Yes,https://amphon.co.th/รับซื้อ/รับซื้อแท็บเล็ต-เลย,0,2,0,0,,Location template; no rewrite
src/content/serviceAreas/รับซื้อแท็บเล็ต-ศรีสะเกษ.md,/รับซื้อ/รับซื้อแท็บเล็ต-ศรีสะเกษ,Location,รับซื้อ แท็บเล็ต ศรีสะเกษ ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต ศรีสะเกษ ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต ศรีสะเกษ,713,Yes,https://amphon.co.th/รับซื้อ/รับซื้อแท็บเล็ต-ศรีสะเกษ,0,2,0,1,11,Location template; no rewrite
src/content/serviceAreas/รับซื้อแท็บเล็ต-สกลนคร.md,/รับซื้อ/รับซื้อแท็บเล็ต-สกลนคร,Location,รับซื้อ แท็บเล็ต สกลนคร ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต สกลนคร ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต สกลนคร,721,Yes,https://amphon.co.th/รับซื้อ/รับซื้อแท็บเล็ต-สกลนคร,0,2,0,1,3,Location template; no rewrite
src/content/serviceAreas/รับซื้อแท็บเล็ต-สุรินทร์.md,/รับซื้อ/รับซื้อแท็บเล็ต-สุรินทร์,Location,รับซื้อ แท็บเล็ต สุรินทร์ ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต สุรินทร์ ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต สุรินทร์,717,Yes,https://amphon.co.th/รับซื้อ/รับซื้อแท็บเล็ต-สุรินทร์,0,2,0,2,5.5,Location template; no rewrite
src/content/serviceAreas/รับซื้อแท็บเล็ต-หนองคาย.md,/รับซื้อ/รับซื้อแท็บเล็ต-หนองคาย,Location,รับซื้อ แท็บเล็ต หนองคาย ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต หนองคาย ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต หนองคาย,682,Yes,https://amphon.co.th/รับซื้อ/รับซื้อแท็บเล็ต-หนองคาย,0,2,0,0,,Location template; no rewrite
src/content/serviceAreas/รับซื้อแท็บเล็ต-หนองบัวลำภู.md,/รับซื้อ/รับซื้อแท็บเล็ต-หนองบัวลำภู,Location,รับซื้อ แท็บเล็ต หนองบัวลำภู ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต หนองบัวลำภู ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต หนองบัวลำภู,687,Yes,https://amphon.co.th/รับซื้อ/รับซื้อแท็บเล็ต-หนองบัวลำภู,0,2,0,0,,Location template; no rewrite
src/content/serviceAreas/รับซื้อแท็บเล็ต-อำนาจเจริญ.md,/รับซื้อ/รับซื้อแท็บเล็ต-อำนาจเจริญ,Location,รับซื้อ แท็บเล็ต อำนาจเจริญ ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต อำนาจเจริญ ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต อำนาจเจริญ,683,Yes,https://amphon.co.th/รับซื้อ/รับซื้อแท็บเล็ต-อำนาจเจริญ,0,2,0,0,,Location template; no rewrite
src/content/serviceAreas/รับซื้อแท็บเล็ต-อุดรธานี.md,/รับซื้อ/รับซื้อแท็บเล็ต-อุดรธานี,Location,รับซื้อ แท็บเล็ต อุดรธานี ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต อุดรธานี ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต อุดรธานี,701,Yes,https://amphon.co.th/รับซื้อ/รับซื้อแท็บเล็ต-อุดรธานี,0,2,0,0,,Location template; no rewrite
src/content/serviceAreas/รับซื้อแท็บเล็ต-อุบลราชธานี.md,/รับซื้อ/รับซื้อแท็บเล็ต-อุบลราชธานี,Location,รับซื้อ แท็บเล็ต อุบลราชธานี ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต อุบลราชธานี ประเมินราคาเบื้องต้น,รับซื้อ แท็บเล็ต อุบลราชธานี,703,Yes,https://amphon.co.th/รับซื้อ/รับซื้อแท็บเล็ต-อุบลราชธานี,0,2,0,0,,Location template; no rewrite
src/content/blog/ขาย-ipad-มือสอง-ต้องเช็กอะไรบ้าง.md,/blog/ขาย-ipad-มือสอง-ต้องเช็กอะไรบ้าง,Informational Guide,ขาย iPad มือสอง ต้องเช็กอะไรบ้างให้ประเมินราคาได้เร็ว,ขาย iPad มือสอง ต้องเช็กอะไรบ้างให้ประเมินราคาได้เร็ว,ขาย iPad มือสอง,1971,Yes,https://amphon.co.th/blog/ขาย-ipad-มือสอง-ต้องเช็กอะไรบ้าง,2,3,0,1,17,Low
src/content/blog/ราคา-ipad-มือสอง-2026.md,/blog/ราคา-ipad-มือสอง-2026,Informational Guide,ราคา iPad มือสอง 2026 ทุกรุ่น iPad Air Pro Mini ราคาเท่าไหร่,ราคา iPad มือสอง 2026 ทุกรุ่น iPad Air Pro Mini ราคาเท่าไหร่,ราคา iPad มือสอง 2026,681,Yes,https://amphon.co.th/blog/ราคา-ipad-มือสอง-2026,0,3,0,16,7.31,Low
src/content/blog/วิธีเช็กรุ่น-ipad-ว่าเป็น-gen-ไหน.md,/blog/วิธีเช็กรุ่น-ipad-ว่าเป็น-gen-ไหน,Informational Guide,วิธีดูรุ่น iPad ว่าเป็น Gen ไหน เช็กเลขโมเดล Axxxx พร้อมตาราง,วิธีดูรุ่น iPad ว่าเป็น Gen ไหน เช็กเลขโมเดล Axxxx พร้อมตาราง,วิธีดูรุ่น iPad ว่าเป็น Gen ไหน,3890,Yes,https://amphon.co.th/blog/วิธีเช็กรุ่น-ipad-ว่าเป็น-gen-ไหน,3,12,3,498,9.55,Preserve GSC signal
src/content/blog/ipad-จอแตก-เครื่องงอ-แบตเสื่อม-ขายได้ไหม.md,/blog/ipad-จอแตก-เครื่องงอ-แบตเสื่อม-ขายได้ไหม,Informational Guide,iPad จอแตก เครื่องงอ แบตเสื่อม ยังขายได้ไหม,iPad จอแตก เครื่องงอ แบตเสื่อม ยังขายได้ไหม,iPad จอแตกขายได้ไหม,1950,Yes,https://amphon.co.th/blog/ipad-จอแตก-เครื่องงอ-แบตเสื่อม-ขายได้ไหม,2,2,0,0,,Low
src/content/blog/ipad-ติด-icloud-ขายได้ไหม.md,/blog/ipad-ติด-icloud-ขายได้ไหม,Informational Guide,iPad ติด iCloud ขายได้ไหม ต้องปลดอะไรให้เรียบร้อย,iPad ติด iCloud ขายได้ไหม ต้องปลดอะไรให้เรียบร้อย,iPad ติด iCloud ขายได้ไหม,700,Yes,https://amphon.co.th/blog/ipad-ติด-icloud-ขายได้ไหม,3,2,0,27,11,Preserve GSC signal
