Source file,URL,Page type,Title,H1,Main keyword,Word count,Indexable,Canonical,Internal links in,Internal links out,GSC clicks,GSC impressions,Position,Risk
src/content/serviceAreas/รับซื้อ-iphone-มหาสารคาม.md,/รับซื้อ/รับซื้อ-iphone-มหาสารคาม,Location,รับซื้อ iPhone มหาสารคาม ประเมินราคาเบื้องต้น,รับซื้อ iPhone มหาสารคาม ประเมินราคาเบื้องต้น,รับซื้อ iPhone มหาสารคาม,703,Yes,https://amphon.co.th/รับซื้อ/รับซื้อ-iphone-มหาสารคาม,1,2,0,0,,Location template; no rewrite
src/content/serviceAreas/รับซื้อ-iphone-มุกดาหาร.md,/รับซื้อ/รับซื้อ-iphone-มุกดาหาร,Location,รับซื้อ iPhone มุกดาหาร ประเมินราคาเบื้องต้น,รับซื้อ iPhone มุกดาหาร ประเมินราคาเบื้องต้น,รับซื้อ iPhone มุกดาหาร,677,Yes,https://amphon.co.th/รับซื้อ/รับซื้อ-iphone-มุกดาหาร,1,2,0,1,9,Location template; no rewrite
src/content/serviceAreas/รับซื้อ-iphone-ยโสธร.md,/รับซื้อ/รับซื้อ-iphone-ยโสธร,Location,รับซื้อ iPhone ยโสธร ประเมินราคาเบื้องต้น,รับซื้อ iPhone ยโสธร ประเมินราคาเบื้องต้น,รับซื้อ iPhone ยโสธร,684,Yes,https://amphon.co.th/รับซื้อ/รับซื้อ-iphone-ยโสธร,2,2,0,0,,Location template; no rewrite
src/content/serviceAreas/รับซื้อ-iphone-ร้อยเอ็ด.md,/รับซื้อ/รับซื้อ-iphone-ร้อยเอ็ด,Location,รับซื้อ iPhone ร้อยเอ็ด ประเมินราคาเบื้องต้น,รับซื้อ iPhone ร้อยเอ็ด ประเมินราคาเบื้องต้น,รับซื้อ iPhone ร้อยเอ็ด,738,Yes,https://amphon.co.th/รับซื้อ/รับซื้อ-iphone-ร้อยเอ็ด,2,2,0,2,5,Location template; no rewrite
src/content/serviceAreas/รับซื้อ-iphone-เลย.md,/รับซื้อ/รับซื้อ-iphone-เลย,Location,รับซื้อ iPhone เลย ประเมินราคาเบื้องต้น,รับซื้อ iPhone เลย ประเมินราคาเบื้องต้น,รับซื้อ iPhone เลย,699,Yes,https://amphon.co.th/รับซื้อ/รับซื้อ-iphone-เลย,1,2,0,0,,Location template; no rewrite
src/content/serviceAreas/รับซื้อ-iphone-ศรีสะเกษ.md,/รับซื้อ/รับซื้อ-iphone-ศรีสะเกษ,Location,รับซื้อ iPhone ศรีสะเกษ ประเมินราคาเบื้องต้น,รับซื้อ iPhone ศรีสะเกษ ประเมินราคาเบื้องต้น,รับซื้อ iPhone ศรีสะเกษ,709,Yes,https://amphon.co.th/รับซื้อ/รับซื้อ-iphone-ศรีสะเกษ,2,2,0,4,8.25,Location template; no rewrite
src/content/serviceAreas/รับซื้อ-iphone-สกลนคร.md,/รับซื้อ/รับซื้อ-iphone-สกลนคร,Location,รับซื้อ iPhone สกลนคร ประเมินราคาเบื้องต้น,รับซื้อ iPhone สกลนคร ประเมินราคาเบื้องต้น,รับซื้อ iPhone สกลนคร,717,Yes,https://amphon.co.th/รับซื้อ/รับซื้อ-iphone-สกลนคร,1,2,0,0,,Location template; no rewrite
src/content/serviceAreas/รับซื้อ-iphone-สุรินทร์.md,/รับซื้อ/รับซื้อ-iphone-สุรินทร์,Location,รับซื้อ iPhone สุรินทร์ ประเมินราคาเบื้องต้น,รับซื้อ iPhone สุรินทร์ ประเมินราคาเบื้องต้น,รับซื้อ iPhone สุรินทร์,713,Yes,https://amphon.co.th/รับซื้อ/รับซื้อ-iphone-สุรินทร์,1,2,1,8,9.5,Preserve GSC signal; Location template; no rewrite
src/content/serviceAreas/รับซื้อ-iphone-หนองคาย.md,/รับซื้อ/รับซื้อ-iphone-หนองคาย,Location,รับซื้อ iPhone หนองคาย ประเมินราคาเบื้องต้น,รับซื้อ iPhone หนองคาย ประเมินราคาเบื้องต้น,รับซื้อ iPhone หนองคาย,678,Yes,https://amphon.co.th/รับซื้อ/รับซื้อ-iphone-หนองคาย,1,2,0,0,,Location template; no rewrite
src/content/serviceAreas/รับซื้อ-iphone-หนองบัวลำภู.md,/รับซื้อ/รับซื้อ-iphone-หนองบัวลำภู,Location,รับซื้อ iPhone หนองบัวลำภู ประเมินราคาเบื้องต้น,รับซื้อ iPhone หนองบัวลำภู ประเมินราคาเบื้องต้น,รับซื้อ iPhone หนองบัวลำภู,683,Yes,https://amphon.co.th/รับซื้อ/รับซื้อ-iphone-หนองบัวลำภู,1,2,0,13,8.38,Location template; no rewrite
src/content/serviceAreas/รับซื้อ-iphone-อำนาจเจริญ.md,/รับซื้อ/รับซื้อ-iphone-อำนาจเจริญ,Location,รับซื้อ iPhone อำนาจเจริญ ประเมินราคาเบื้องต้น,รับซื้อ iPhone อำนาจเจริญ ประเมินราคาเบื้องต้น,รับซื้อ iPhone อำนาจเจริญ,679,Yes,https://amphon.co.th/รับซื้อ/รับซื้อ-iphone-อำนาจเจริญ,1,2,0,0,,Location template; no rewrite
src/content/serviceAreas/รับซื้อ-iphone-อุดรธานี.md,/รับซื้อ/รับซื้อ-iphone-อุดรธานี,Location,รับซื้อ iPhone อุดรธานี ประเมินราคาเบื้องต้น,รับซื้อ iPhone อุดรธานี ประเมินราคาเบื้องต้น,รับซื้อ iPhone อุดรธานี,697,Yes,https://amphon.co.th/รับซื้อ/รับซื้อ-iphone-อุดรธานี,2,2,0,3,9.67,Location template; no rewrite
src/content/serviceAreas/รับซื้อ-iphone-อุบลราชธานี.md,/รับซื้อ/รับซื้อ-iphone-อุบลราชธานี,Location,รับซื้อ iPhone อุบลราชธานี ประเมินราคาเบื้องต้น,รับซื้อ iPhone อุบลราชธานี ประเมินราคาเบื้องต้น,รับซื้อ iPhone อุบลราชธานี,691,Yes,https://amphon.co.th/รับซื้อ/รับซื้อ-iphone-อุบลราชธานี,6,2,0,1,18,Location template; no rewrite
src/content/blog/ขายโทรศัพท์มือสองใกล้ฉัน.md,/blog/ขายโทรศัพท์มือสองใกล้ฉัน,Informational Guide,ขายโทรศัพท์มือสองใกล้ฉัน เลือกร้านและเตรียมเครื่องอย่างไร,ขายโทรศัพท์มือสองใกล้ฉัน เลือกร้านและเตรียมเครื่องอย่างไร,ขายโทรศัพท์มือสองใกล้ฉัน,3777,Yes,https://amphon.co.th/blog/ขายโทรศัพท์มือสองใกล้ฉัน,1,4,0,0,,Low
src/content/blog/ขาย-iphone-มือสอง-ต้องเตรียมอะไรบ้าง.md,/blog/ขาย-iphone-มือสอง-ต้องเตรียมอะไรบ้าง,Informational Guide,ขาย iPhone มือสอง ต้องเตรียมอะไรบ้าง ก่อนรับเงิน,ขาย iPhone มือสอง ต้องเตรียมอะไรบ้าง ก่อนรับเงิน,ขาย iPhone มือสอง,131,Yes,https://amphon.co.th/blog/ขาย-iphone-มือสอง-ต้องเตรียมอะไรบ้าง,3,3,0,2,9,Thin
src/content/blog/จำนำโทรศัพท์กับขายขาดต่างกันอย่างไร.md,/blog/จำนำโทรศัพท์กับขายขาดต่างกันอย่างไร,Informational Guide,จำนำโทรศัพท์กับขายขาดต่างกันอย่างไร แบบไหนเหมาะกว่า?,จำนำโทรศัพท์กับขายขาดต่างกันอย่างไร ก่อนตัดสินใจควรรู้อะไรบ้าง,จำนำโทรศัพท์กับขายขาดต่างกันอย่างไร,1399,Yes,https://amphon.co.th/blog/จำนำโทรศัพท์กับขายขาดต่างกันอย่างไร,1,3,0,1,11,Low
src/content/blog/ราคา-iphone-มือสอง-2026.md,/blog/ราคา-iphone-มือสอง-2026,Informational Guide,ราคา iPhone มือสอง 2026 แต่ละรุ่นราคาเท่าไหร่,ราคา iPhone มือสอง 2026 แต่ละรุ่นราคาเท่าไหร่,ราคา iPhone มือสอง 2026,886,Yes,https://amphon.co.th/blog/ราคา-iphone-มือสอง-2026,1,2,0,26,5.15,Preserve GSC signal
src/content/blog/ลบข้อมูลก่อนขาย-ทำยังไงให้กู้ไม่ได้.md,/blog/ลบข้อมูลก่อนขาย-ทำยังไงให้กู้ไม่ได้,Informational Guide,ลบข้อมูลยังไงให้กู้ไม่ได้? เคล็ดลับก่อนขายมือถือและคอมพิวเตอร์มือสอง,ลบข้อมูลยังไงให้กู้ไม่ได้? เคล็ดลับก่อนขายมือถือและคอมพิวเตอร์มือสอง,วิธีลบข้อมูลก่อนขาย,914,Yes,https://amphon.co.th/blog/ลบข้อมูลก่อนขาย-ทำยังไงให้กู้ไม่ได้,0,2,0,0,,Low
src/content/blog/วิธีเช็ก-battery-health-iphone-ก่อนขาย.md,/blog/วิธีเช็ก-battery-health-iphone-ก่อนขาย,Informational Guide,วิธีเช็ก Battery Health iPhone ก่อนขาย ดูแบตเสื่อมก่อนส่งประเมิน,วิธีเช็ก Battery Health iPhone ก่อนขาย ดูแบตเสื่อมก่อนส่งประเมิน,วิธีเช็ก Battery Health iPhone ก่อนขาย,1347,Yes,https://amphon.co.th/blog/วิธีเช็ก-battery-health-iphone-ก่อนขาย,0,9,0,26,17.23,Preserve GSC signal
src/content/blog/iphone-ติด-icloud-ลืม-apple-id-ก่อนขาย.md,/blog/iphone-ติด-icloud-ลืม-apple-id-ก่อนขาย,Informational Guide,iPhone ติด iCloud หรือลืม Apple Account (Apple ID) ก่อนขาย,iPhone ติด iCloud หรือลืม Apple Account (Apple ID) ก่อนขาย,iPhone ติด iCloud ขายได้ไหม,1960,Yes,https://amphon.co.th/blog/iphone-ติด-icloud-ลืม-apple-id-ก่อนขาย,4,2,0,23,8.09,Preserve GSC signal
src/content/blog/iphone-แบตเสื่อม-face-id-เสีย-จอแตก-ขายได้ไหม.md,/blog/iphone-แบตเสื่อม-face-id-เสีย-จอแตก-ขายได้ไหม,Informational Guide,iPhone แบตเสื่อม Face ID เสีย จอแตก ยังขายได้ไหม,iPhone แบตเสื่อม Face ID เสีย จอแตก ยังขายได้ไหม,iPhone แบตเสื่อมขายได้ไหม,1929,Yes,https://amphon.co.th/blog/iphone-แบตเสื่อม-face-id-เสีย-จอแตก-ขายได้ไหม,3,2,0,5,6.2,Low
