url,in_original_f04,in_batch11_deferred,current_route_exists,production_status,indexable,canonical,sitemap,current_classification,reason_for_difference,include_in_batch12a
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ขอนแก่น","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ขอนแก่น","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ชัยภูมิ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ชัยภูมิ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-นครพนม","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-นครพนม","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-นครราชสีมา","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-นครราชสีมา","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-บึงกาฬ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-บึงกาฬ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-บุรีรัมย์","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-บุรีรัมย์","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-มหาสารคาม","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-มหาสารคาม","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-มุกดาหาร","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-มุกดาหาร","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ยโสธร","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ยโสธร","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ร้อยเอ็ด","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ร้อยเอ็ด","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-เลย","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-เลย","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ศรีสะเกษ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ศรีสะเกษ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-สกลนคร","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-สกลนคร","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-สุรินทร์","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-สุรินทร์","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-หนองคาย","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-หนองคาย","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-หนองบัวลำภู","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-หนองบัวลำภู","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อำนาจเจริญ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อำนาจเจริญ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อุดรธานี","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อุดรธานี","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อุบลราชธานี","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อุบลราชธานี","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อโดรน-กาฬสินธุ์","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อโดรน-กาฬสินธุ์","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อโดรน-ขอนแก่น","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อโดรน-ขอนแก่น","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อโดรน-ชัยภูมิ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อโดรน-ชัยภูมิ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อโดรน-นครพนม","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อโดรน-นครพนม","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อโดรน-นครราชสีมา","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อโดรน-นครราชสีมา","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อโดรน-บึงกาฬ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อโดรน-บึงกาฬ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อโดรน-บุรีรัมย์","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อโดรน-บุรีรัมย์","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อโดรน-มหาสารคาม","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อโดรน-มหาสารคาม","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อโดรน-มุกดาหาร","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อโดรน-มุกดาหาร","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อโดรน-ยโสธร","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อโดรน-ยโสธร","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อโดรน-ร้อยเอ็ด","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อโดรน-ร้อยเอ็ด","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อโดรน-เลย","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อโดรน-เลย","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อโดรน-ศรีสะเกษ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อโดรน-ศรีสะเกษ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อโดรน-สกลนคร","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อโดรน-สกลนคร","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อโดรน-สุรินทร์","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อโดรน-สุรินทร์","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อโดรน-หนองคาย","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อโดรน-หนองคาย","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อโดรน-หนองบัวลำภู","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อโดรน-หนองบัวลำภู","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อโดรน-อำนาจเจริญ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อโดรน-อำนาจเจริญ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อโดรน-อุดรธานี","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อโดรน-อุดรธานี","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อโดรน-อุบลราชธานี","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อโดรน-อุบลราชธานี","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อทีวี-กาฬสินธุ์","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อทีวี-กาฬสินธุ์","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อทีวี-ขอนแก่น","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อทีวี-ขอนแก่น","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อทีวี-ชัยภูมิ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อทีวี-ชัยภูมิ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อทีวี-นครพนม","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อทีวี-นครพนม","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อทีวี-นครราชสีมา","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อทีวี-นครราชสีมา","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อทีวี-บึงกาฬ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อทีวี-บึงกาฬ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อทีวี-บุรีรัมย์","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อทีวี-บุรีรัมย์","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อทีวี-มหาสารคาม","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อทีวี-มหาสารคาม","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อทีวี-มุกดาหาร","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อทีวี-มุกดาหาร","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อทีวี-ยโสธร","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อทีวี-ยโสธร","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อทีวี-ร้อยเอ็ด","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อทีวี-ร้อยเอ็ด","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อทีวี-เลย","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อทีวี-เลย","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อทีวี-ศรีสะเกษ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อทีวี-ศรีสะเกษ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อทีวี-สกลนคร","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อทีวี-สกลนคร","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อทีวี-สุรินทร์","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อทีวี-สุรินทร์","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อทีวี-หนองคาย","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อทีวี-หนองคาย","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อทีวี-หนองบัวลำภู","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อทีวี-หนองบัวลำภู","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อทีวี-อำนาจเจริญ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อทีวี-อำนาจเจริญ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อทีวี-อุดรธานี","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อทีวี-อุดรธานี","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อทีวี-อุบลราชธานี","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อทีวี-อุบลราชธานี","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-กาฬสินธุ์","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-กาฬสินธุ์","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ขอนแก่น","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ขอนแก่น","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ชัยภูมิ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ชัยภูมิ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครพนม","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครพนม","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครราชสีมา","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครราชสีมา","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บึงกาฬ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บึงกาฬ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บุรีรัมย์","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บุรีรัมย์","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มหาสารคาม","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มหาสารคาม","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มุกดาหาร","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มุกดาหาร","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ยโสธร","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ยโสธร","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ร้อยเอ็ด","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ร้อยเอ็ด","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-เลย","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-เลย","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ศรีสะเกษ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ศรีสะเกษ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-สกลนคร","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-สกลนคร","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-สุรินทร์","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-สุรินทร์","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-หนองคาย","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-หนองคาย","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-หนองบัวลำภู","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-หนองบัวลำภู","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-อำนาจเจริญ","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-อำนาจเจริญ","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-อุดรธานี","yes","yes","yes","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-อุดรธานี","yes","ACTIVE_CANDIDATE","ซ้อนทับทั้ง Audit และ Batch11","yes"
