url,source_file,page_type,group_id,production_status,indexable,canonical,sitemap,visible_words,template_ratio,unique_value,primary_intent,closest_competing_url,cannibalization_risk,gsc_status,external_link_status,inbound_links,batch11_link_impact,business_value,trust_issue,classification,recommended_target,implementation_priority,human_review_required,reason,confidence
"/รับซื้อ/รับซื้อของสะสม-ร้อยเอ็ด","src/content/serviceAreas//รับซื้อของสะสม-ร้อยเอ็ด.md","service-x-location","G-SA-รับซื้อของสะสม","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อของสะสม-ร้อยเอ็ด","yes","219","0.448","low","local-commercial","/บริการ/รับซื้อของสะสม","medium","GSC_NOT_AVAILABLE","EXTERNAL LINK DATA NOT AVAILABLE","2","none_as_destination","uncertain","no","MERGE","/บริการ/รับซื้อของสะสม","P1","yes","หน้า รับซื้อของสะสม ในร้อยเอ็ด เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อของสะสม มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)","medium"
"/รับซื้อ/รับซื้อของสะสม-เลย","src/content/serviceAreas//รับซื้อของสะสม-เลย.md","service-x-location","G-SA-รับซื้อของสะสม","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อของสะสม-เลย","yes","216","0.464","low","local-commercial","/บริการ/รับซื้อของสะสม","medium","GSC_NOT_AVAILABLE","EXTERNAL LINK DATA NOT AVAILABLE","2","none_as_destination","uncertain","no","MERGE","/บริการ/รับซื้อของสะสม","P1","yes","หน้า รับซื้อของสะสม ในเลย เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อของสะสม มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)","medium"
"/รับซื้อ/รับซื้อของสะสม-ศรีสะเกษ","src/content/serviceAreas//รับซื้อของสะสม-ศรีสะเกษ.md","service-x-location","G-SA-รับซื้อของสะสม","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อของสะสม-ศรีสะเกษ","yes","222","0.448","low","local-commercial","/บริการ/รับซื้อของสะสม","medium","GSC_NOT_AVAILABLE","EXTERNAL LINK DATA NOT AVAILABLE","2","none_as_destination","uncertain","no","MERGE","/บริการ/รับซื้อของสะสม","P1","yes","หน้า รับซื้อของสะสม ในศรีสะเกษ เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อของสะสม มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)","medium"
"/รับซื้อ/รับซื้อของสะสม-สกลนคร","src/content/serviceAreas//รับซื้อของสะสม-สกลนคร.md","service-x-location","G-SA-รับซื้อของสะสม","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อของสะสม-สกลนคร","yes","216","0.5","low","local-commercial","/บริการ/รับซื้อของสะสม","medium","GSC_NOT_AVAILABLE","EXTERNAL LINK DATA NOT AVAILABLE","2","none_as_destination","uncertain","no","MERGE","/บริการ/รับซื้อของสะสม","P1","yes","หน้า รับซื้อของสะสม ในสกลนคร เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อของสะสม มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)","medium"
"/รับซื้อ/รับซื้อของสะสม-สุรินทร์","src/content/serviceAreas//รับซื้อของสะสม-สุรินทร์.md","service-x-location","G-SA-รับซื้อของสะสม","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อของสะสม-สุรินทร์","yes","219","0.451","low","local-commercial","/บริการ/รับซื้อของสะสม","medium","GSC_NOT_AVAILABLE","EXTERNAL LINK DATA NOT AVAILABLE","2","none_as_destination","uncertain","no","MERGE","/บริการ/รับซื้อของสะสม","P1","yes","หน้า รับซื้อของสะสม ในสุรินทร์ เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อของสะสม มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)","medium"
"/รับซื้อ/รับซื้อของสะสม-หนองคาย","src/content/serviceAreas//รับซื้อของสะสม-หนองคาย.md","service-x-location","G-SA-รับซื้อของสะสม","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อของสะสม-หนองคาย","yes","216","0.462","low","local-commercial","/บริการ/รับซื้อของสะสม","medium","GSC_NOT_AVAILABLE","EXTERNAL LINK DATA NOT AVAILABLE","2","none_as_destination","uncertain","no","MERGE","/บริการ/รับซื้อของสะสม","P1","yes","หน้า รับซื้อของสะสม ในหนองคาย เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อของสะสม มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)","medium"
"/รับซื้อ/รับซื้อของสะสม-หนองบัวลำภู","src/content/serviceAreas//รับซื้อของสะสม-หนองบัวลำภู.md","service-x-location","G-SA-รับซื้อของสะสม","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อของสะสม-หนองบัวลำภู","yes","222","0.462","low","local-commercial","/บริการ/รับซื้อของสะสม","medium","GSC_NOT_AVAILABLE","EXTERNAL LINK DATA NOT AVAILABLE","2","none_as_destination","uncertain","no","MERGE","/บริการ/รับซื้อของสะสม","P1","yes","หน้า รับซื้อของสะสม ในหนองบัวลำภู เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อของสะสม มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)","medium"
"/รับซื้อ/รับซื้อของสะสม-อำนาจเจริญ","src/content/serviceAreas//รับซื้อของสะสม-อำนาจเจริญ.md","service-x-location","G-SA-รับซื้อของสะสม","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อของสะสม-อำนาจเจริญ","yes","216","0.455","low","local-commercial","/บริการ/รับซื้อของสะสม","medium","GSC_NOT_AVAILABLE","EXTERNAL LINK DATA NOT AVAILABLE","2","none_as_destination","uncertain","no","MERGE","/บริการ/รับซื้อของสะสม","P1","yes","หน้า รับซื้อของสะสม ในอำนาจเจริญ เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อของสะสม มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)","medium"
"/รับซื้อ/รับซื้อของสะสม-อุดรธานี","src/content/serviceAreas//รับซื้อของสะสม-อุดรธานี.md","service-x-location","G-SA-รับซื้อของสะสม","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อของสะสม-อุดรธานี","yes","219","0.462","low","local-commercial","/บริการ/รับซื้อของสะสม","medium","GSC_NOT_AVAILABLE","EXTERNAL LINK DATA NOT AVAILABLE","2","none_as_destination","uncertain","no","MERGE","/บริการ/รับซื้อของสะสม","P1","yes","หน้า รับซื้อของสะสม ในอุดรธานี เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อของสะสม มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)","medium"
"/รับซื้อ/รับซื้อของสะสม-อุบลราชธานี","src/content/serviceAreas//รับซื้อของสะสม-อุบลราชธานี.md","service-x-location","G-SA-รับซื้อของสะสม","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อของสะสม-อุบลราชธานี","yes","219","0.462","partial","local-commercial","/บริการ/รับซื้อของสะสม","medium","GSC_NOT_AVAILABLE","EXTERNAL LINK DATA NOT AVAILABLE","2","none_as_destination","higher-store-province","no","IMPROVE","","P1","yes","หน้า รับซื้อของสะสม × อุบลราชธานี อยู่จังหวัดที่มีหน้าร้านจริง จึงมีโอกาสเพิ่ม Unique Value (จุดรับของ เส้นทาง อำเภอที่นัดรับบ่อย) ได้โดยไม่สร้างสาขาปลอม ปัจจุบันยังเป็น Template สลับชื่อจังหวัด/สินค้าเป็นหลัก (template_ratio≈0.462) — แนะนำ IMPROVE ก่อนพิจารณา Merge","medium"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-กาฬสินธุ์","src/content/serviceAreas//รับซื้อเครื่องใช้ไฟฟ้า-กาฬสินธุ์.md","service-x-location","G-SA-รับซื้อเครื่องใช้ไฟฟ้า","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-กาฬสินธุ์","yes","237","0.517","low","local-commercial","/บริการ/รับซื้อเครื่องใช้ไฟฟ้า","medium","GSC_NOT_AVAILABLE","EXTERNAL LINK DATA NOT AVAILABLE","2","none_as_destination","uncertain","no","REQUIRES_BUSINESS_DECISION","/บริการ/รับซื้อเครื่องใช้ไฟฟ้า หรือ /พื้นที่ให้บริการ/กาฬสินธุ์","P2","yes","หน้า รับซื้อเครื่องใช้ไฟฟ้า × กาฬสินธุ์ เป็น Template ท้องถิ่นของบริการรอง มี Unique Value ต่ำ (ส่วนใหญ่รายชื่ออำเภอ + CTA) แต่การ Redirect ทั้งกลุ่มไป Hub อาจตัด long-tail ท้องถิ่น หากธุรกิจยังรับสินค้าประเภทนี้ในพื้นที่จริง — ต้องยืนยัน Demand/นโยบายบริการก่อนเลือก IMPROVE ทั้งจังหวัด หรือ MERGE ไป /บริการ/รับซื้อเครื่องใช้ไฟฟ้า","low"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ขอนแก่น","src/content/serviceAreas//รับซื้อเครื่องใช้ไฟฟ้า-ขอนแก่น.md","service-x-location","G-SA-รับซื้อเครื่องใช้ไฟฟ้า","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ขอนแก่น","yes","231","0.553","low","local-commercial","/บริการ/รับซื้อเครื่องใช้ไฟฟ้า","medium","GSC_NOT_AVAILABLE","EXTERNAL LINK DATA NOT AVAILABLE","2","none_as_destination","uncertain","no","REQUIRES_BUSINESS_DECISION","/บริการ/รับซื้อเครื่องใช้ไฟฟ้า หรือ /พื้นที่ให้บริการ/ขอนแก่น","P2","yes","หน้า รับซื้อเครื่องใช้ไฟฟ้า × ขอนแก่น เป็น Template ท้องถิ่นของบริการรอง มี Unique Value ต่ำ (ส่วนใหญ่รายชื่ออำเภอ + CTA) แต่การ Redirect ทั้งกลุ่มไป Hub อาจตัด long-tail ท้องถิ่น หากธุรกิจยังรับสินค้าประเภทนี้ในพื้นที่จริง — ต้องยืนยัน Demand/นโยบายบริการก่อนเลือก IMPROVE ทั้งจังหวัด หรือ MERGE ไป /บริการ/รับซื้อเครื่องใช้ไฟฟ้า","low"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ชัยภูมิ","src/content/serviceAreas//รับซื้อเครื่องใช้ไฟฟ้า-ชัยภูมิ.md","service-x-location","G-SA-รับซื้อเครื่องใช้ไฟฟ้า","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ชัยภูมิ","yes","234","0.567","low","local-commercial","/บริการ/รับซื้อเครื่องใช้ไฟฟ้า","medium","GSC_NOT_AVAILABLE","EXTERNAL LINK DATA NOT AVAILABLE","2","none_as_destination","uncertain","no","REQUIRES_BUSINESS_DECISION","/บริการ/รับซื้อเครื่องใช้ไฟฟ้า หรือ /พื้นที่ให้บริการ/ชัยภูมิ","P2","yes","หน้า รับซื้อเครื่องใช้ไฟฟ้า × ชัยภูมิ เป็น Template ท้องถิ่นของบริการรอง มี Unique Value ต่ำ (ส่วนใหญ่รายชื่ออำเภอ + CTA) แต่การ Redirect ทั้งกลุ่มไป Hub อาจตัด long-tail ท้องถิ่น หากธุรกิจยังรับสินค้าประเภทนี้ในพื้นที่จริง — ต้องยืนยัน Demand/นโยบายบริการก่อนเลือก IMPROVE ทั้งจังหวัด หรือ MERGE ไป /บริการ/รับซื้อเครื่องใช้ไฟฟ้า","low"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-นครพนม","src/content/serviceAreas//รับซื้อเครื่องใช้ไฟฟ้า-นครพนม.md","service-x-location","G-SA-รับซื้อเครื่องใช้ไฟฟ้า","200-local-build","yes","https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-นครพนม","yes","231","0.528","low","local-commercial","/บริการ/รับซื้อเครื่องใช้ไฟฟ้า","medium","GSC_NOT_AVAILABLE","EXTERNAL LINK DATA NOT AVAILABLE","2","none_as_destination","uncertain","no","REQUIRES_BUSINESS_DECISION","/บริการ/รับซื้อเครื่องใช้ไฟฟ้า หรือ /พื้นที่ให้บริการ/นครพนม","P2","yes","หน้า รับซื้อเครื่องใช้ไฟฟ้า × นครพนม เป็น Template ท้องถิ่นของบริการรอง มี Unique Value ต่ำ (ส่วนใหญ่รายชื่ออำเภอ + CTA) แต่การ Redirect ทั้งกลุ่มไป Hub อาจตัด long-tail ท้องถิ่น หากธุรกิจยังรับสินค้าประเภทนี้ในพื้นที่จริง — ต้องยืนยัน Demand/นโยบายบริการก่อนเลือก IMPROVE ทั้งจังหวัด หรือ MERGE ไป /บริการ/รับซื้อเครื่องใช้ไฟฟ้า","low"
