candidate_url,inbound_before_batch11,inbound_after_batch11,received_new_links,links_from_sources,outbound_links,links_to_priority_pages,decision,links_to_remove_if_merged,links_to_update_if_redirected,links_to_keep_if_improved,risk
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-มหาสารคาม","2","2","no","","28","/บริการ/รับซื้อเครื่องใช้ไฟฟ้า|/พื้นที่ให้บริการ/มหาสารคาม|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-มุกดาหาร","2","2","no","","28","/บริการ/รับซื้อเครื่องใช้ไฟฟ้า|/พื้นที่ให้บริการ/มุกดาหาร|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ยโสธร","2","2","no","","27","/บริการ/รับซื้อเครื่องใช้ไฟฟ้า|/พื้นที่ให้บริการ/ยโสธร|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ร้อยเอ็ด","2","2","no","","28","/บริการ/รับซื้อเครื่องใช้ไฟฟ้า|/พื้นที่ให้บริการ/ร้อยเอ็ด|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-เลย","2","2","no","","28","/บริการ/รับซื้อเครื่องใช้ไฟฟ้า|/พื้นที่ให้บริการ/เลย|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ศรีสะเกษ","2","2","no","","27","/บริการ/รับซื้อเครื่องใช้ไฟฟ้า|/พื้นที่ให้บริการ/ศรีสะเกษ|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-สกลนคร","2","2","no","","28","/บริการ/รับซื้อเครื่องใช้ไฟฟ้า|/พื้นที่ให้บริการ/สกลนคร|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-สุรินทร์","2","2","no","","28","/บริการ/รับซื้อเครื่องใช้ไฟฟ้า|/พื้นที่ให้บริการ/สุรินทร์|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-หนองคาย","2","2","no","","28","/บริการ/รับซื้อเครื่องใช้ไฟฟ้า|/พื้นที่ให้บริการ/หนองคาย|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-หนองบัวลำภู","2","2","no","","28","/บริการ/รับซื้อเครื่องใช้ไฟฟ้า|/พื้นที่ให้บริการ/หนองบัวลำภู|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อำนาจเจริญ","2","2","no","","28","/บริการ/รับซื้อเครื่องใช้ไฟฟ้า|/พื้นที่ให้บริการ/อำนาจเจริญ|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อุดรธานี","2","2","no","","27","/บริการ/รับซื้อเครื่องใช้ไฟฟ้า|/พื้นที่ให้บริการ/อุดรธานี|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อุบลราชธานี","2","2","no","","27","/บริการ/รับซื้อเครื่องใช้ไฟฟ้า|/พื้นที่ให้บริการ/อุบลราชธานี|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อโดรน-กาฬสินธุ์","2","2","no","","28","/บริการ/รับซื้อโดรน|/พื้นที่ให้บริการ/กาฬสินธุ์|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อโดรน-ขอนแก่น","2","2","no","","27","/บริการ/รับซื้อโดรน|/พื้นที่ให้บริการ/ขอนแก่น|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อโดรน-ชัยภูมิ","2","2","no","","28","/บริการ/รับซื้อโดรน|/พื้นที่ให้บริการ/ชัยภูมิ|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อโดรน-นครพนม","2","2","no","","28","/บริการ/รับซื้อโดรน|/พื้นที่ให้บริการ/นครพนม|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อโดรน-นครราชสีมา","2","2","no","","27","/บริการ/รับซื้อโดรน|/พื้นที่ให้บริการ/นครราชสีมา|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อโดรน-บึงกาฬ","2","2","no","","28","/บริการ/รับซื้อโดรน|/พื้นที่ให้บริการ/บึงกาฬ|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อโดรน-บุรีรัมย์","2","2","no","","28","/บริการ/รับซื้อโดรน|/พื้นที่ให้บริการ/บุรีรัมย์|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อโดรน-มหาสารคาม","2","2","no","","28","/บริการ/รับซื้อโดรน|/พื้นที่ให้บริการ/มหาสารคาม|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อโดรน-มุกดาหาร","2","2","no","","28","/บริการ/รับซื้อโดรน|/พื้นที่ให้บริการ/มุกดาหาร|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อโดรน-ยโสธร","2","2","no","","27","/บริการ/รับซื้อโดรน|/พื้นที่ให้บริการ/ยโสธร|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อโดรน-ร้อยเอ็ด","2","2","no","","28","/บริการ/รับซื้อโดรน|/พื้นที่ให้บริการ/ร้อยเอ็ด|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อโดรน-เลย","2","2","no","","28","/บริการ/รับซื้อโดรน|/พื้นที่ให้บริการ/เลย|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อโดรน-ศรีสะเกษ","2","2","no","","27","/บริการ/รับซื้อโดรน|/พื้นที่ให้บริการ/ศรีสะเกษ|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อโดรน-สกลนคร","2","2","no","","28","/บริการ/รับซื้อโดรน|/พื้นที่ให้บริการ/สกลนคร|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อโดรน-สุรินทร์","2","2","no","","28","/บริการ/รับซื้อโดรน|/พื้นที่ให้บริการ/สุรินทร์|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อโดรน-หนองคาย","2","2","no","","28","/บริการ/รับซื้อโดรน|/พื้นที่ให้บริการ/หนองคาย|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อโดรน-หนองบัวลำภู","2","2","no","","28","/บริการ/รับซื้อโดรน|/พื้นที่ให้บริการ/หนองบัวลำภู|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อโดรน-อำนาจเจริญ","2","2","no","","28","/บริการ/รับซื้อโดรน|/พื้นที่ให้บริการ/อำนาจเจริญ|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อโดรน-อุดรธานี","2","2","no","","27","/บริการ/รับซื้อโดรน|/พื้นที่ให้บริการ/อุดรธานี|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อโดรน-อุบลราชธานี","2","2","no","","27","/บริการ/รับซื้อโดรน|/พื้นที่ให้บริการ/อุบลราชธานี|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อทีวี-กาฬสินธุ์","2","2","no","","28","/บริการ/รับซื้อทีวี|/พื้นที่ให้บริการ/กาฬสินธุ์|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อทีวี-ขอนแก่น","2","2","no","","27","/บริการ/รับซื้อทีวี|/พื้นที่ให้บริการ/ขอนแก่น|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อทีวี-ชัยภูมิ","2","2","no","","28","/บริการ/รับซื้อทีวี|/พื้นที่ให้บริการ/ชัยภูมิ|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อทีวี-นครพนม","2","2","no","","28","/บริการ/รับซื้อทีวี|/พื้นที่ให้บริการ/นครพนม|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อทีวี-นครราชสีมา","2","2","no","","27","/บริการ/รับซื้อทีวี|/พื้นที่ให้บริการ/นครราชสีมา|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อทีวี-บึงกาฬ","2","2","no","","28","/บริการ/รับซื้อทีวี|/พื้นที่ให้บริการ/บึงกาฬ|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
"/รับซื้อ/รับซื้อทีวี-บุรีรัมย์","2","2","no","","28","/บริการ/รับซื้อทีวี|/พื้นที่ให้บริการ/บุรีรัมย์|/บริการ/รับซื้อโน๊ตบุ๊ค|/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ|/บริการ/รับซื้อ-gaming-pc","NO_NEW_INBOUND_FROM_B11","0","2","all-existing","low"
