url,status,lastmod,robots,canonical,in_local_sitemap,in_local_routes,result
/บริการ/รับซื้อ-rog-gaming-notebook,200,2026-06-23,,,yes,yes,PASS
/บริการ/รับซื้อ-rog-strix,200,2026-06-23,,,yes,yes,PASS
/บริการ/รับซื้อ-rog-zephyrus,200,2026-06-23,,,yes,yes,PASS
/บริการ/รับซื้อ-server,200,2026-06-23,,,yes,yes,PASS
/บริการ/รับซื้อ-server-network,200,2026-06-14,,,yes,yes,PASS
/บริการ/รับซื้อ-ssd,200,2026-06-03,,,yes,yes,PASS
/บริการ/รับซื้อ-surface,200,2026-06-23,,,yes,yes,PASS
/บริการ/รับซื้อ-ups,200,2026-06-23,,,yes,yes,PASS
/บริการ/รับซื้อ-workstation,200,2026-06-24,,,yes,yes,PASS
/บริการ/รับซื้อซีพียู,200,2026-06-03,,,yes,yes,PASS
/บริการ/รับซื้อกล้อง,200,2026-06-03,,,yes,yes,PASS
/บริการ/รับซื้อกล้อง-canon,200,2026-06-14,,,yes,yes,PASS
/บริการ/รับซื้อกล้อง-fujifilm,200,2026-06-14,,,yes,yes,PASS
/บริการ/รับซื้อกล้อง-mirrorless,200,2026-06-14,,,yes,yes,PASS
/บริการ/รับซื้อกล้อง-nikon,200,2026-06-14,,,yes,yes,PASS
/บริการ/รับซื้อกล้อง-sony,200,2026-06-14,,,yes,yes,PASS
/บริการ/รับซื้อกล้องฟิล์ม,200,2026-06-14,,,yes,yes,PASS
/บริการ/รับซื้อกล้องเสีย,200,2026-06-14,,,yes,yes,PASS
/บริการ/รับซื้อการ์ดจอ,200,2026-06-14,,,yes,yes,PASS
/บริการ/รับซื้อของสะสม,200,2026-06-03,,,yes,yes,PASS
/บริการ/รับซื้อของไอทีเสีย,200,2026-06-03,,,yes,yes,PASS
/บริการ/รับซื้อคอม-3d-render,200,2026-06-24,,,yes,yes,PASS
/บริการ/รับซื้อคอม-ai-deep-learning,200,2026-06-24,,,yes,yes,PASS
/บริการ/รับซื้อคอม-cad-engineer,200,2026-06-24,,,yes,yes,PASS
/บริการ/รับซื้อคอมบริษัท,200,2026-06-23,,,yes,yes,PASS
/บริการ/รับซื้อคอมบริษัทปิดกิจการ,200,2026-06-23,,,yes,yes,PASS
/บริการ/รับซื้อคอมประกอบ,200,2026-06-24,,,yes,yes,PASS
/บริการ/รับซื้อคอมพิวเตอร์,200,2026-07-24,,,yes,yes,PASS
/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ,200,2026-06-24,,,yes,yes,PASS
/บริการ/รับซื้อคอมตัดต่อวิดีโอ,200,2026-06-24,,,yes,yes,PASS
/บริการ/รับซื้อคอมทำงานกราฟิก,200,2026-06-24,,,yes,yes,PASS
/บริการ/รับซื้อคอมยกล็อต,200,2026-06-23,,,yes,yes,PASS
/บริการ/รับซื้อคอมร้านเกม,200,2026-06-24,,,yes,yes,PASS
/บริการ/รับซื้อคอมสตรีมเกม,200,2026-06-24,,,yes,yes,PASS
/บริการ/รับซื้อคอมสำนักงาน,200,2026-06-23,,,yes,yes,PASS
/บริการ/รับซื้อคอมสเปกสูง,200,2026-06-24,,,yes,yes,PASS
/บริการ/รับซื้อคอมเกมมิ่ง,200,2026-06-24,,,yes,yes,PASS
/บริการ/รับซื้อคอมเล่นเกมสเปกแรง,200,2026-06-24,,,yes,yes,PASS
/บริการ/รับซื้อคอมเสีย,200,2026-06-14,,,yes,yes,PASS
/บริการ/รับซื้อจอคอม,200,2026-06-23,,,yes,yes,PASS
/บริการ/รับซื้อจอเกมมิ่ง,200,2026-06-03,,,yes,yes,PASS
/บริการ/รับซื้อทีวี,200,2026-06-03,,,yes,yes,PASS
/บริการ/รับซื้อมือถือ,200,2026-06-24,,,yes,yes,PASS
/บริการ/รับซื้อลำโพงบลูทูธ,200,2026-06-03,,,yes,yes,PASS
/บริการ/รับซื้อสินค้าไอทีบริษัท,200,2026-06-27,,,yes,yes,PASS
/บริการ/รับซื้อหูฟัง,200,2026-06-03,,,yes,yes,PASS
/บริการ/รับซื้ออุปกรณ์-network,200,2026-06-23,,,yes,yes,PASS
/บริการ/รับซื้ออุปกรณ์คอมพิวเตอร์,200,2026-06-03,,,yes,yes,PASS
/บริการ/รับซื้ออุปกรณ์สำนักงานมือสอง,200,2026-06-14,,,yes,yes,PASS
/บริการ/รับซื้ออุปกรณ์ไอที,200,2026-06-03,,,yes,yes,PASS
/บริการ/รับซื้ออุปกรณ์ไอทีบริษัท,200,2026-06-23,,,yes,yes,PASS
/บริการ/รับซื้อเฟอร์นิเจอร์,200,2026-06-03,,,yes,yes,PASS
/บริการ/รับซื้อเครื่องเกม,200,2026-06-03,,,yes,yes,PASS
/บริการ/รับซื้อเครื่องใช้ไฟฟ้า,200,2026-06-03,,,yes,yes,PASS
/บริการ/รับซื้อเมนบอร์ด,200,2026-06-03,,,yes,yes,PASS
/บริการ/รับซื้อเลนส์กล้อง,200,2026-06-14,,,yes,yes,PASS
/บริการ/รับซื้อแท็บเล็ต,200,2026-07-21,,,yes,yes,PASS
/บริการ/รับซื้อแรม,200,2026-07-18,,,yes,yes,PASS
/บริการ/รับซื้อโดรน,200,2026-06-03,,,yes,yes,PASS
/บริการ/รับซื้อโทรศัพท์มือสอง,200,2026-07-21,,,yes,yes,PASS
/บริการ/รับซื้อโทรศัพท์เสีย,200,2026-07-21,,,yes,yes,PASS
/บริการ/รับซื้อโน๊ตบุ๊ค,200,2026-07-25,,,yes,yes,PASS
/บริการ/รับซื้อโน๊ตบุ๊คบริษัท,200,2026-06-23,,,yes,yes,PASS
/บริการ/รับซื้อโน๊ตบุ๊คจอแตก,200,2026-06-23,,,yes,yes,PASS
/บริการ/รับซื้อโน๊ตบุ๊คยกล็อต,200,2026-06-23,,,yes,yes,PASS
/บริการ/รับซื้อโน๊ตบุ๊คเปิดไม่ติด,200,2026-06-23,,,yes,yes,PASS
/บริการ/รับซื้อโน๊ตบุ๊คเกมมิ่ง,200,2026-06-23,,,yes,yes,PASS
/บริการ/รับซื้อโน๊ตบุ๊คเสีย,200,2026-06-23,,,yes,yes,PASS
/บริการ/รับซื้อโน๊ตบุ๊คไม่มี-adapter,200,2026-06-23,,,yes,yes,PASS
/บริการ/รับประมูลคอมพิวเตอร์มือสอง,200,2026-06-23,,,yes,yes,PASS
/บริการ/รับเคลียร์อุปกรณ์ไอทีสำนักงาน,200,2026-06-23,,,yes,yes,PASS
/บริการ/รับเหมาประมูลอุปกรณ์ไอที,200,2026-06-03,,,yes,yes,PASS
/พื้นที่ให้บริการ,200,,,,yes,yes,PASS
/พื้นที่ให้บริการ/ชลบุรี,200,2026-07-31,,,yes,yes,PASS
/พื้นที่ให้บริการ/ชัยภูมิ,200,2026-07-31,,,yes,yes,PASS
/พื้นที่ให้บริการ/บึงกาฬ,200,2026-07-31,,,yes,yes,PASS
/พื้นที่ให้บริการ/บุรีรัมย์,200,2026-07-27,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://amphon.co.th/พื้นที่ให้บริการ/บุรีรัมย์,yes,yes,PASS
/พื้นที่ให้บริการ/พัทลุง,200,2026-07-31,,,yes,yes,PASS
/พื้นที่ให้บริการ/กาญจนบุรี,200,2026-07-31,,,yes,yes,PASS
/พื้นที่ให้บริการ/กาฬสินธุ์,200,2026-07-27,,,yes,yes,PASS
/พื้นที่ให้บริการ/ขอนแก่น,200,2026-07-27,,,yes,yes,PASS
/พื้นที่ให้บริการ/จันทบุรี,200,2026-07-31,,,yes,yes,PASS
/พื้นที่ให้บริการ/ตราด,200,2026-07-31,,,yes,yes,PASS
/พื้นที่ให้บริการ/ตาก,200,2026-07-31,,,yes,yes,PASS
/พื้นที่ให้บริการ/นครพนม,200,2026-07-31,,,yes,yes,PASS
/พื้นที่ให้บริการ/นครราชสีมา,200,2026-07-27,,,yes,yes,PASS
/พื้นที่ให้บริการ/นครสวรรค์,200,2026-07-31,,,yes,yes,PASS
/พื้นที่ให้บริการ/ภูเก็ต,200,2026-07-31,,,yes,yes,PASS
/พื้นที่ให้บริการ/มหาสารคาม,200,2026-07-31,,,yes,yes,PASS
/พื้นที่ให้บริการ/มุกดาหาร,200,2026-07-31,,,yes,yes,PASS
/พื้นที่ให้บริการ/ยะลา,200,2026-07-31,,,yes,yes,PASS
/พื้นที่ให้บริการ/ยโสธร,200,2026-07-31,,,yes,yes,PASS
/พื้นที่ให้บริการ/ร้อยเอ็ด,200,2026-07-31,,,yes,yes,PASS
/พื้นที่ให้บริการ/ศรีสะเกษ,200,2026-07-31,,,yes,yes,PASS
/พื้นที่ให้บริการ/สกลนคร,200,2026-07-31,,,yes,yes,PASS
/พื้นที่ให้บริการ/สุพรรณบุรี,200,2026-07-31,,,yes,yes,PASS
/พื้นที่ให้บริการ/สุรินทร์,200,2026-05-30,,,yes,yes,PASS
/พื้นที่ให้บริการ/หนองบัวลำภู,200,2026-05-30,,,yes,yes,PASS
/พื้นที่ให้บริการ/หนองคาย,200,2026-07-31,,,yes,yes,PASS
/พื้นที่ให้บริการ/หาดใหญ่,200,2026-07-31,,,yes,yes,PASS
/พื้นที่ให้บริการ/อำนาจเจริญ,200,2026-05-30,,,yes,yes,PASS
/พื้นที่ให้บริการ/อุบลราชธานี,200,2026-05-30,,,yes,yes,PASS
/พื้นที่ให้บริการ/อุดรธานี,200,2026-07-27,,,yes,yes,PASS
/พื้นที่ให้บริการ/เพชรบุรี,200,2026-07-31,,,yes,yes,PASS
/พื้นที่ให้บริการ/เลย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-airpods-ชัยภูมิ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-airpods-บึงกาฬ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-airpods-บุรีรัมย์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-airpods-กาฬสินธุ์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-airpods-ขอนแก่น,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-airpods-นครพนม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-airpods-นครราชสีมา,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-airpods-มหาสารคาม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-airpods-มุกดาหาร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-airpods-ยโสธร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-airpods-ร้อยเอ็ด,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-airpods-ศรีสะเกษ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-airpods-สกลนคร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-airpods-สุรินทร์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-airpods-หนองบัวลำภู,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-airpods-หนองคาย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-airpods-อำนาจเจริญ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-airpods-อุบลราชธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-airpods-อุดรธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-airpods-เลย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-ชัยภูมิ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-บึงกาฬ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-บุรีรัมย์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-กาฬสินธุ์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-ขอนแก่น,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-นครพนม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-นครราชสีมา,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-มหาสารคาม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-มุกดาหาร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-ยโสธร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-ร้อยเอ็ด,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-ศรีสะเกษ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-สกลนคร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-สุรินทร์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-หนองบัวลำภู,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-หนองคาย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-อำนาจเจริญ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-อุบลราชธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-อุดรธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-เลย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-watch-ชัยภูมิ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-watch-บึงกาฬ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-watch-บุรีรัมย์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-watch-กาฬสินธุ์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-watch-ขอนแก่น,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-watch-นครพนม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-watch-นครราชสีมา,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-watch-มหาสารคาม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-watch-มุกดาหาร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-watch-ยโสธร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-watch-ร้อยเอ็ด,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-watch-ศรีสะเกษ,200,2026-05-30,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://amphon.co.th/รับซื้อ/รับซื้อ-apple-watch-ศรีสะเกษ,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-watch-สกลนคร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-watch-สุรินทร์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-watch-หนองบัวลำภู,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-watch-หนองคาย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-watch-อำนาจเจริญ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-watch-อุบลราชธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-watch-อุดรธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-apple-watch-เลย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-imac-ชัยภูมิ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-imac-บึงกาฬ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-imac-บุรีรัมย์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-imac-กาฬสินธุ์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-imac-ขอนแก่น,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-imac-นครพนม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-imac-นครราชสีมา,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-imac-มหาสารคาม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-imac-มุกดาหาร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-imac-ยโสธร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-imac-ร้อยเอ็ด,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-imac-ศรีสะเกษ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-imac-สกลนคร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-imac-สุรินทร์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-imac-หนองบัวลำภู,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-imac-หนองคาย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-imac-อำนาจเจริญ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-imac-อุบลราชธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-imac-อุดรธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-imac-เลย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ipad-ชัยภูมิ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ipad-บึงกาฬ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ipad-บุรีรัมย์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ipad-กาฬสินธุ์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ipad-ขอนแก่น,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ipad-นครพนม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ipad-นครราชสีมา,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ipad-มหาสารคาม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ipad-มุกดาหาร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ipad-ยโสธร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ipad-ร้อยเอ็ด,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ipad-ศรีสะเกษ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ipad-สกลนคร,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ipad-สุรินทร์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ipad-หนองบัวลำภู,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ipad-หนองคาย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ipad-อำนาจเจริญ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ipad-อุบลราชธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ipad-อุดรธานี,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-ipad-เลย,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-iphone-ชัยภูมิ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-iphone-บึงกาฬ,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-iphone-บุรีรัมย์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-iphone-กาฬสินธุ์,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-iphone-ขอนแก่น,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-iphone-นครพนม,200,2026-05-30,,,yes,yes,PASS
/รับซื้อ/รับซื้อ-iphone-นครราชสีมา,200,2026-05-30,,,yes,yes,PASS
