url,decision_group,page_strategy,owner_status,bucket,notes
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ร้อยเอ็ด,BD-01,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — KEEP-AND-IMPROVE COMPLETE,Improved,
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-เลย,BD-01,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — KEEP-AND-IMPROVE COMPLETE,Improved,
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ศรีสะเกษ,BD-01,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — KEEP-AND-IMPROVE COMPLETE,Improved,
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-สกลนคร,BD-01,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — KEEP-AND-IMPROVE COMPLETE,Improved,
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-สุรินทร์,BD-01,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — KEEP-AND-IMPROVE COMPLETE,Improved,
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-หนองคาย,BD-01,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — KEEP-AND-IMPROVE COMPLETE,Improved,
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-หนองบัวลำภู,BD-01,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — KEEP-AND-IMPROVE COMPLETE,Improved,
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อำนาจเจริญ,BD-01,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — KEEP-AND-IMPROVE COMPLETE,Improved,
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อุดรธานี,BD-01,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — KEEP-AND-IMPROVE COMPLETE,Improved,
/รับซื้อ/รับซื้อทีวี-กาฬสินธุ์,BD-02,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อทีวี-ขอนแก่น,BD-02,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อทีวี-ชัยภูมิ,BD-02,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อทีวี-นครพนม,BD-02,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อทีวี-นครราชสีมา,BD-02,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อทีวี-บึงกาฬ,BD-02,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อทีวี-บุรีรัมย์,BD-02,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อทีวี-มหาสารคาม,BD-02,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อทีวี-มุกดาหาร,BD-02,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อทีวี-ยโสธร,BD-02,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อทีวี-ร้อยเอ็ด,BD-02,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อทีวี-เลย,BD-02,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อทีวี-ศรีสะเกษ,BD-02,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อทีวี-สกลนคร,BD-02,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อทีวี-สุรินทร์,BD-02,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อทีวี-หนองคาย,BD-02,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อทีวี-หนองบัวลำภู,BD-02,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อทีวี-อำนาจเจริญ,BD-02,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อทีวี-อุดรธานี,BD-02,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อโดรน-กาฬสินธุ์,BD-03,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อโดรน-ขอนแก่น,BD-03,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อโดรน-ชัยภูมิ,BD-03,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อโดรน-นครพนม,BD-03,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อโดรน-นครราชสีมา,BD-03,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อโดรน-บึงกาฬ,BD-03,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อโดรน-บุรีรัมย์,BD-03,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อโดรน-มหาสารคาม,BD-03,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อโดรน-มุกดาหาร,BD-03,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อโดรน-ยโสธร,BD-03,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อโดรน-ร้อยเอ็ด,BD-03,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อโดรน-เลย,BD-03,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อโดรน-ศรีสะเกษ,BD-03,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อโดรน-สกลนคร,BD-03,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อโดรน-สุรินทร์,BD-03,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อโดรน-หนองคาย,BD-03,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อโดรน-หนองบัวลำภู,BD-03,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อโดรน-อำนาจเจริญ,BD-03,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อโดรน-อุดรธานี,BD-03,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้ออุปกรณ์-network-กาฬสินธุ์,BD-04,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้ออุปกรณ์-network-ขอนแก่น,BD-04,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้ออุปกรณ์-network-ชัยภูมิ,BD-04,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้ออุปกรณ์-network-นครพนม,BD-04,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้ออุปกรณ์-network-นครราชสีมา,BD-04,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้ออุปกรณ์-network-บึงกาฬ,BD-04,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้ออุปกรณ์-network-บุรีรัมย์,BD-04,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้ออุปกรณ์-network-มหาสารคาม,BD-04,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้ออุปกรณ์-network-มุกดาหาร,BD-04,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้ออุปกรณ์-network-ยโสธร,BD-04,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้ออุปกรณ์-network-ร้อยเอ็ด,BD-04,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้ออุปกรณ์-network-เลย,BD-04,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้ออุปกรณ์-network-ศรีสะเกษ,BD-04,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้ออุปกรณ์-network-สกลนคร,BD-04,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้ออุปกรณ์-network-สุรินทร์,BD-04,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้ออุปกรณ์-network-หนองคาย,BD-04,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้ออุปกรณ์-network-หนองบัวลำภู,BD-04,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้ออุปกรณ์-network-อำนาจเจริญ,BD-04,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้ออุปกรณ์-network-อุดรธานี,BD-04,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-server-กาฬสินธุ์,BD-05,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-server-ขอนแก่น,BD-05,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-server-ชัยภูมิ,BD-05,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-server-นครพนม,BD-05,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-server-นครราชสีมา,BD-05,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-server-บึงกาฬ,BD-05,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-server-บุรีรัมย์,BD-05,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-server-มหาสารคาม,BD-05,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-server-มุกดาหาร,BD-05,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-server-ยโสธร,BD-05,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-server-ร้อยเอ็ด,BD-05,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-server-เลย,BD-05,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-server-ศรีสะเกษ,BD-05,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-server-สกลนคร,BD-05,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-server-สุรินทร์,BD-05,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-server-หนองคาย,BD-05,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-server-หนองบัวลำภู,BD-05,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-server-อำนาจเจริญ,BD-05,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-server-อุดรธานี,BD-05,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-ups-กาฬสินธุ์,BD-06,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-ups-ขอนแก่น,BD-06,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-ups-ชัยภูมิ,BD-06,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-ups-นครพนม,BD-06,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-ups-นครราชสีมา,BD-06,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-ups-บึงกาฬ,BD-06,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-ups-บุรีรัมย์,BD-06,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-ups-มหาสารคาม,BD-06,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-ups-มุกดาหาร,BD-06,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-ups-ยโสธร,BD-06,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-ups-ร้อยเอ็ด,BD-06,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-ups-เลย,BD-06,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-ups-ศรีสะเกษ,BD-06,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-ups-สกลนคร,BD-06,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-ups-สุรินทร์,BD-06,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-ups-หนองคาย,BD-06,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-ups-หนองบัวลำภู,BD-06,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-ups-อำนาจเจริญ,BD-06,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับซื้อ-ups-อุดรธานี,BD-06,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-กาฬสินธุ์,BD-07,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ขอนแก่น,BD-07,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ชัยภูมิ,BD-07,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครพนม,BD-07,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครราชสีมา,BD-07,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บึงกาฬ,BD-07,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บุรีรัมย์,BD-07,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-มหาสารคาม,BD-07,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-มุกดาหาร,BD-07,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ยโสธร,BD-07,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ร้อยเอ็ด,BD-07,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-เลย,BD-07,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ศรีสะเกษ,BD-07,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-สกลนคร,BD-07,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-สุรินทร์,BD-07,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-หนองคาย,BD-07,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-หนองบัวลำภู,BD-07,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-อำนาจเจริญ,BD-07,KEEP_EXISTING_URLS_AND_IMPROVE,OWNER CONFIRMED — IMPLEMENTATION PENDING,Owner-confirmed but implementation pending,
