url,field,issue,value,group_size,result
/บริการ/รับซื้อ-iphone-13,title,LONG_SIGNAL,84,1,SIGNAL
/บริการ/รับซื้อ-iphone-pro-max,title,LONG_SIGNAL,78,1,SIGNAL
/บริการ/รับซื้อ-lenovo-ideapad,title,LONG_SIGNAL,71,1,SIGNAL
/บริการ/รับซื้อ-macbook,title,LONG_SIGNAL,71,1,SIGNAL
/บริการ/รับซื้อ-macbook-m1,title,LONG_SIGNAL,79,1,SIGNAL
/บริการ/รับซื้อ-macbook-m3-m4,title,LONG_SIGNAL,72,1,SIGNAL
/บริการ/รับซื้อ-magic-keyboard-ipad,title,LONG_SIGNAL,73,1,SIGNAL
/บริการ/รับซื้อ-msi-titan,title,LONG_SIGNAL,71,1,SIGNAL
/บริการ/รับซื้อ-nintendo-switch,title,LONG_SIGNAL,76,1,SIGNAL
/บริการ/รับซื้อ-notebook-acer,title,LONG_SIGNAL,71,1,SIGNAL
/บริการ/รับซื้อ-notebook-asus,title,LONG_SIGNAL,71,1,SIGNAL
/บริการ/รับซื้อ-notebook-dell,title,LONG_SIGNAL,71,1,SIGNAL
/บริการ/รับซื้อ-notebook-lenovo,title,LONG_SIGNAL,73,1,SIGNAL
/บริการ/รับซื้อ-rog-gaming-notebook,title,LONG_SIGNAL,76,1,SIGNAL
/บริการ/รับซื้อ-server,title,LONG_SIGNAL,71,1,SIGNAL
/บริการ/รับซื้อ-server-network,title,LONG_SIGNAL,74,1,SIGNAL
/บริการ/รับซื้อ-ssd,title,LONG_SIGNAL,92,1,SIGNAL
/บริการ/รับซื้อกล้อง-sony,title,LONG_SIGNAL,72,1,SIGNAL
/บริการ/รับซื้อการ์ดจอ,title,LONG_SIGNAL,72,1,SIGNAL
/บริการ/รับซื้อของสะสม,title,LONG_SIGNAL,83,1,SIGNAL
/บริการ/รับซื้อของไอทีเสีย,title,LONG_SIGNAL,75,1,SIGNAL
/บริการ/รับซื้อคอมบริษัท,title,LONG_SIGNAL,72,1,SIGNAL
/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ,title,LONG_SIGNAL,73,1,SIGNAL
/บริการ/รับซื้อคอมยกล็อต,title,LONG_SIGNAL,71,1,SIGNAL
/บริการ/รับซื้อจอเกมมิ่ง,title,LONG_SIGNAL,73,1,SIGNAL
/บริการ/รับซื้อซีพียู,title,LONG_SIGNAL,76,1,SIGNAL
/บริการ/รับซื้อมือถือ,title,LONG_SIGNAL,71,1,SIGNAL
/บริการ/รับซื้อลำโพงบลูทูธ,title,LONG_SIGNAL,71,1,SIGNAL
/บริการ/รับซื้อสินค้าไอทีบริษัท,title,LONG_SIGNAL,78,1,SIGNAL
/บริการ/รับซื้ออุปกรณ์-network,title,LONG_SIGNAL,74,1,SIGNAL
/บริการ/รับซื้ออุปกรณ์คอมพิวเตอร์,title,LONG_SIGNAL,72,1,SIGNAL
/บริการ/รับซื้ออุปกรณ์สำนักงานมือสอง,title,LONG_SIGNAL,94,1,SIGNAL
/บริการ/รับซื้ออุปกรณ์ไอที,title,LONG_SIGNAL,77,1,SIGNAL
/บริการ/รับซื้ออุปกรณ์ไอทีบริษัท,title,LONG_SIGNAL,73,1,SIGNAL
/บริการ/รับซื้อเครื่องใช้ไฟฟ้า,title,LONG_SIGNAL,88,1,SIGNAL
/บริการ/รับซื้อเมนบอร์ด,title,LONG_SIGNAL,71,1,SIGNAL
/บริการ/รับซื้อโน๊ตบุ๊ค,title,LONG_SIGNAL,75,1,SIGNAL
/บริการ/รับซื้อโน๊ตบุ๊คเกมมิ่ง,title,LONG_SIGNAL,81,1,SIGNAL
/พื้นที่ให้บริการ/กาฬสินธุ์,title,LONG_SIGNAL,75,1,SIGNAL
/พื้นที่ให้บริการ/ขอนแก่น,title,LONG_SIGNAL,73,1,SIGNAL
/พื้นที่ให้บริการ/จันทบุรี,title,LONG_SIGNAL,73,1,SIGNAL
/พื้นที่ให้บริการ/ชลบุรี,title,LONG_SIGNAL,71,1,SIGNAL
/พื้นที่ให้บริการ/ชัยภูมิ,title,LONG_SIGNAL,73,1,SIGNAL
/พื้นที่ให้บริการ/นครพนม,title,LONG_SIGNAL,72,1,SIGNAL
/พื้นที่ให้บริการ/นครราชสีมา,title,LONG_SIGNAL,72,1,SIGNAL
/พื้นที่ให้บริการ/นครสวรรค์,title,LONG_SIGNAL,75,1,SIGNAL
/พื้นที่ให้บริการ/บุรีรัมย์,title,LONG_SIGNAL,75,1,SIGNAL
/พื้นที่ให้บริการ/พัทลุง,title,LONG_SIGNAL,72,1,SIGNAL
/พื้นที่ให้บริการ/ภูเก็ต,title,LONG_SIGNAL,72,1,SIGNAL
/พื้นที่ให้บริการ/มหาสารคาม,title,LONG_SIGNAL,75,1,SIGNAL
/พื้นที่ให้บริการ/มุกดาหาร,title,LONG_SIGNAL,72,1,SIGNAL
/พื้นที่ให้บริการ/ร้อยเอ็ด,title,LONG_SIGNAL,74,1,SIGNAL
/พื้นที่ให้บริการ/ศรีสะเกษ,title,LONG_SIGNAL,74,1,SIGNAL
/พื้นที่ให้บริการ/สกลนคร,title,LONG_SIGNAL,72,1,SIGNAL
/พื้นที่ให้บริการ/สุพรรณบุรี,title,LONG_SIGNAL,75,1,SIGNAL
/พื้นที่ให้บริการ/หนองคาย,title,LONG_SIGNAL,73,1,SIGNAL
/พื้นที่ให้บริการ/หาดใหญ่,title,LONG_SIGNAL,72,1,SIGNAL
/พื้นที่ให้บริการ/อุดรธานี,title,LONG_SIGNAL,74,1,SIGNAL
/พื้นที่ให้บริการ/เพชรบุรี,title,LONG_SIGNAL,74,1,SIGNAL
/รับซื้อ/รับซื้อ-nintendo-switch-หนองบัวลำภู,title,LONG_SIGNAL,71,1,SIGNAL
/รับซื้อ/รับซื้อ-nintendo-switch-อุบลราชธานี,title,LONG_SIGNAL,71,1,SIGNAL
/รับซื้อ/รับซื้อ-server-กาฬสินธุ์,title,LONG_SIGNAL,98,1,SIGNAL
/รับซื้อ/รับซื้อ-server-ขอนแก่น,title,LONG_SIGNAL,96,1,SIGNAL
/รับซื้อ/รับซื้อ-server-ชัยภูมิ,title,LONG_SIGNAL,96,1,SIGNAL
/รับซื้อ/รับซื้อ-server-นครพนม,title,LONG_SIGNAL,95,1,SIGNAL
/รับซื้อ/รับซื้อ-server-นครราชสีมา,title,LONG_SIGNAL,99,1,SIGNAL
/รับซื้อ/รับซื้อ-server-บึงกาฬ,title,LONG_SIGNAL,95,1,SIGNAL
/รับซื้อ/รับซื้อ-server-บุรีรัมย์,title,LONG_SIGNAL,98,1,SIGNAL
/รับซื้อ/รับซื้อ-server-มหาสารคาม,title,LONG_SIGNAL,98,1,SIGNAL
/รับซื้อ/รับซื้อ-server-มุกดาหาร,title,LONG_SIGNAL,97,1,SIGNAL
/รับซื้อ/รับซื้อ-server-ยโสธร,title,LONG_SIGNAL,94,1,SIGNAL
/รับซื้อ/รับซื้อ-server-ร้อยเอ็ด,title,LONG_SIGNAL,97,1,SIGNAL
/รับซื้อ/รับซื้อ-server-ศรีสะเกษ,title,LONG_SIGNAL,97,1,SIGNAL
/รับซื้อ/รับซื้อ-server-สกลนคร,title,LONG_SIGNAL,95,1,SIGNAL
/รับซื้อ/รับซื้อ-server-สุรินทร์,title,LONG_SIGNAL,97,1,SIGNAL
/รับซื้อ/รับซื้อ-server-หนองคาย,title,LONG_SIGNAL,96,1,SIGNAL
/รับซื้อ/รับซื้อ-server-หนองบัวลำภู,title,LONG_SIGNAL,100,1,SIGNAL
/รับซื้อ/รับซื้อ-server-อำนาจเจริญ,title,LONG_SIGNAL,99,1,SIGNAL
/รับซื้อ/รับซื้อ-server-อุดรธานี,title,LONG_SIGNAL,97,1,SIGNAL
/รับซื้อ/รับซื้อ-server-อุบลราชธานี,title,LONG_SIGNAL,100,1,SIGNAL
/รับซื้อ/รับซื้อ-server-เลย,title,LONG_SIGNAL,92,1,SIGNAL
/รับซื้อ/รับซื้อ-ups-กาฬสินธุ์,title,LONG_SIGNAL,101,1,SIGNAL
/รับซื้อ/รับซื้อ-ups-ขอนแก่น,title,LONG_SIGNAL,99,1,SIGNAL
/รับซื้อ/รับซื้อ-ups-ชัยภูมิ,title,LONG_SIGNAL,99,1,SIGNAL
/รับซื้อ/รับซื้อ-ups-นครพนม,title,LONG_SIGNAL,98,1,SIGNAL
/รับซื้อ/รับซื้อ-ups-นครราชสีมา,title,LONG_SIGNAL,102,1,SIGNAL
/รับซื้อ/รับซื้อ-ups-บึงกาฬ,title,LONG_SIGNAL,98,1,SIGNAL
/รับซื้อ/รับซื้อ-ups-บุรีรัมย์,title,LONG_SIGNAL,101,1,SIGNAL
/รับซื้อ/รับซื้อ-ups-มหาสารคาม,title,LONG_SIGNAL,101,1,SIGNAL
/รับซื้อ/รับซื้อ-ups-มุกดาหาร,title,LONG_SIGNAL,100,1,SIGNAL
/รับซื้อ/รับซื้อ-ups-ยโสธร,title,LONG_SIGNAL,97,1,SIGNAL
/รับซื้อ/รับซื้อ-ups-ร้อยเอ็ด,title,LONG_SIGNAL,100,1,SIGNAL
/รับซื้อ/รับซื้อ-ups-ศรีสะเกษ,title,LONG_SIGNAL,100,1,SIGNAL
/รับซื้อ/รับซื้อ-ups-สกลนคร,title,LONG_SIGNAL,98,1,SIGNAL
/รับซื้อ/รับซื้อ-ups-สุรินทร์,title,LONG_SIGNAL,100,1,SIGNAL
/รับซื้อ/รับซื้อ-ups-หนองคาย,title,LONG_SIGNAL,99,1,SIGNAL
/รับซื้อ/รับซื้อ-ups-หนองบัวลำภู,title,LONG_SIGNAL,103,1,SIGNAL
/รับซื้อ/รับซื้อ-ups-อำนาจเจริญ,title,LONG_SIGNAL,102,1,SIGNAL
/รับซื้อ/รับซื้อ-ups-อุดรธานี,title,LONG_SIGNAL,100,1,SIGNAL
/รับซื้อ/รับซื้อ-ups-อุบลราชธานี,title,LONG_SIGNAL,103,1,SIGNAL
/รับซื้อ/รับซื้อ-ups-เลย,title,LONG_SIGNAL,95,1,SIGNAL
/รับซื้อ/รับซื้อของสะสม-อุบลราชธานี,title,LONG_SIGNAL,104,1,SIGNAL
/รับซื้อ/รับซื้อคอมพิวเตอร์-อุบลราชธานี,title,LONG_SIGNAL,73,1,SIGNAL
/รับซื้อ/รับซื้อทีวี-กาฬสินธุ์,title,LONG_SIGNAL,95,1,SIGNAL
/รับซื้อ/รับซื้อทีวี-ขอนแก่น,title,LONG_SIGNAL,93,1,SIGNAL
/รับซื้อ/รับซื้อทีวี-ชัยภูมิ,title,LONG_SIGNAL,93,1,SIGNAL
/รับซื้อ/รับซื้อทีวี-นครพนม,title,LONG_SIGNAL,92,1,SIGNAL
/รับซื้อ/รับซื้อทีวี-นครราชสีมา,title,LONG_SIGNAL,96,1,SIGNAL
/รับซื้อ/รับซื้อทีวี-บึงกาฬ,title,LONG_SIGNAL,92,1,SIGNAL
/รับซื้อ/รับซื้อทีวี-บุรีรัมย์,title,LONG_SIGNAL,95,1,SIGNAL
/รับซื้อ/รับซื้อทีวี-มหาสารคาม,title,LONG_SIGNAL,95,1,SIGNAL
/รับซื้อ/รับซื้อทีวี-มุกดาหาร,title,LONG_SIGNAL,94,1,SIGNAL
/รับซื้อ/รับซื้อทีวี-ยโสธร,title,LONG_SIGNAL,91,1,SIGNAL
/รับซื้อ/รับซื้อทีวี-ร้อยเอ็ด,title,LONG_SIGNAL,94,1,SIGNAL
/รับซื้อ/รับซื้อทีวี-ศรีสะเกษ,title,LONG_SIGNAL,94,1,SIGNAL
/รับซื้อ/รับซื้อทีวี-สกลนคร,title,LONG_SIGNAL,92,1,SIGNAL
/รับซื้อ/รับซื้อทีวี-สุรินทร์,title,LONG_SIGNAL,94,1,SIGNAL
/รับซื้อ/รับซื้อทีวี-หนองคาย,title,LONG_SIGNAL,93,1,SIGNAL
/รับซื้อ/รับซื้อทีวี-หนองบัวลำภู,title,LONG_SIGNAL,97,1,SIGNAL
/รับซื้อ/รับซื้อทีวี-อำนาจเจริญ,title,LONG_SIGNAL,96,1,SIGNAL
/รับซื้อ/รับซื้อทีวี-อุดรธานี,title,LONG_SIGNAL,94,1,SIGNAL
/รับซื้อ/รับซื้อทีวี-อุบลราชธานี,title,LONG_SIGNAL,97,1,SIGNAL
/รับซื้อ/รับซื้อทีวี-เลย,title,LONG_SIGNAL,89,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์-network-กาฬสินธุ์,title,LONG_SIGNAL,106,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์-network-ขอนแก่น,title,LONG_SIGNAL,104,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์-network-ชัยภูมิ,title,LONG_SIGNAL,104,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์-network-นครพนม,title,LONG_SIGNAL,103,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์-network-นครราชสีมา,title,LONG_SIGNAL,107,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์-network-บึงกาฬ,title,LONG_SIGNAL,103,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์-network-บุรีรัมย์,title,LONG_SIGNAL,106,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์-network-มหาสารคาม,title,LONG_SIGNAL,106,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์-network-มุกดาหาร,title,LONG_SIGNAL,105,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์-network-ยโสธร,title,LONG_SIGNAL,102,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์-network-ร้อยเอ็ด,title,LONG_SIGNAL,105,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์-network-ศรีสะเกษ,title,LONG_SIGNAL,105,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์-network-สกลนคร,title,LONG_SIGNAL,103,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์-network-สุรินทร์,title,LONG_SIGNAL,105,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์-network-หนองคาย,title,LONG_SIGNAL,104,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์-network-หนองบัวลำภู,title,LONG_SIGNAL,108,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์-network-อำนาจเจริญ,title,LONG_SIGNAL,107,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์-network-อุดรธานี,title,LONG_SIGNAL,105,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์-network-อุบลราชธานี,title,LONG_SIGNAL,104,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์-network-เลย,title,LONG_SIGNAL,100,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์คอมพิวเตอร์-กาฬสินธุ์,title,LONG_SIGNAL,72,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์คอมพิวเตอร์-นครราชสีมา,title,LONG_SIGNAL,73,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์คอมพิวเตอร์-บุรีรัมย์,title,LONG_SIGNAL,72,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์คอมพิวเตอร์-มหาสารคาม,title,LONG_SIGNAL,72,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์คอมพิวเตอร์-มุกดาหาร,title,LONG_SIGNAL,71,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์คอมพิวเตอร์-ร้อยเอ็ด,title,LONG_SIGNAL,71,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์คอมพิวเตอร์-ศรีสะเกษ,title,LONG_SIGNAL,71,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์คอมพิวเตอร์-สุรินทร์,title,LONG_SIGNAL,71,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์คอมพิวเตอร์-หนองบัวลำภู,title,LONG_SIGNAL,74,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์คอมพิวเตอร์-อำนาจเจริญ,title,LONG_SIGNAL,73,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์คอมพิวเตอร์-อุดรธานี,title,LONG_SIGNAL,71,1,SIGNAL
/รับซื้อ/รับซื้ออุปกรณ์คอมพิวเตอร์-อุบลราชธานี,title,LONG_SIGNAL,74,1,SIGNAL
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-กาฬสินธุ์,title,LONG_SIGNAL,101,1,SIGNAL
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ขอนแก่น,title,LONG_SIGNAL,99,1,SIGNAL
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ชัยภูมิ,title,LONG_SIGNAL,99,1,SIGNAL
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-นครพนม,title,LONG_SIGNAL,98,1,SIGNAL
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-นครราชสีมา,title,LONG_SIGNAL,102,1,SIGNAL
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-บึงกาฬ,title,LONG_SIGNAL,98,1,SIGNAL
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-บุรีรัมย์,title,LONG_SIGNAL,101,1,SIGNAL
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-มหาสารคาม,title,LONG_SIGNAL,101,1,SIGNAL
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-มุกดาหาร,title,LONG_SIGNAL,100,1,SIGNAL
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ยโสธร,title,LONG_SIGNAL,97,1,SIGNAL
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ร้อยเอ็ด,title,LONG_SIGNAL,100,1,SIGNAL
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ศรีสะเกษ,title,LONG_SIGNAL,100,1,SIGNAL
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-สกลนคร,title,LONG_SIGNAL,98,1,SIGNAL
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-สุรินทร์,title,LONG_SIGNAL,100,1,SIGNAL
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-หนองคาย,title,LONG_SIGNAL,99,1,SIGNAL
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-หนองบัวลำภู,title,LONG_SIGNAL,103,1,SIGNAL
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อำนาจเจริญ,title,LONG_SIGNAL,102,1,SIGNAL
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อุดรธานี,title,LONG_SIGNAL,100,1,SIGNAL
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อุบลราชธานี,title,LONG_SIGNAL,103,1,SIGNAL
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-เลย,title,LONG_SIGNAL,95,1,SIGNAL
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-กาฬสินธุ์,title,LONG_SIGNAL,106,1,SIGNAL
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ขอนแก่น,title,LONG_SIGNAL,104,1,SIGNAL
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ชัยภูมิ,title,LONG_SIGNAL,104,1,SIGNAL
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครพนม,title,LONG_SIGNAL,103,1,SIGNAL
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครราชสีมา,title,LONG_SIGNAL,107,1,SIGNAL
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บึงกาฬ,title,LONG_SIGNAL,103,1,SIGNAL
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บุรีรัมย์,title,LONG_SIGNAL,106,1,SIGNAL
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มหาสารคาม,title,LONG_SIGNAL,106,1,SIGNAL
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มุกดาหาร,title,LONG_SIGNAL,105,1,SIGNAL
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ยโสธร,title,LONG_SIGNAL,102,1,SIGNAL
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ร้อยเอ็ด,title,LONG_SIGNAL,105,1,SIGNAL
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ศรีสะเกษ,title,LONG_SIGNAL,105,1,SIGNAL
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-สกลนคร,title,LONG_SIGNAL,103,1,SIGNAL
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-สุรินทร์,title,LONG_SIGNAL,105,1,SIGNAL
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-หนองคาย,title,LONG_SIGNAL,104,1,SIGNAL
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-หนองบัวลำภู,title,LONG_SIGNAL,108,1,SIGNAL
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-อำนาจเจริญ,title,LONG_SIGNAL,107,1,SIGNAL
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-อุดรธานี,title,LONG_SIGNAL,105,1,SIGNAL
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-อุบลราชธานี,title,LONG_SIGNAL,100,1,SIGNAL
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-เลย,title,LONG_SIGNAL,100,1,SIGNAL
/รับซื้อ/รับซื้อโดรน-กาฬสินธุ์,title,LONG_SIGNAL,103,1,SIGNAL
/รับซื้อ/รับซื้อโดรน-ขอนแก่น,title,LONG_SIGNAL,101,1,SIGNAL
/รับซื้อ/รับซื้อโดรน-ชัยภูมิ,title,LONG_SIGNAL,101,1,SIGNAL
/รับซื้อ/รับซื้อโดรน-นครพนม,title,LONG_SIGNAL,100,1,SIGNAL
/รับซื้อ/รับซื้อโดรน-นครราชสีมา,title,LONG_SIGNAL,104,1,SIGNAL
/รับซื้อ/รับซื้อโดรน-บึงกาฬ,title,LONG_SIGNAL,100,1,SIGNAL
/รับซื้อ/รับซื้อโดรน-บุรีรัมย์,title,LONG_SIGNAL,103,1,SIGNAL
/รับซื้อ/รับซื้อโดรน-มหาสารคาม,title,LONG_SIGNAL,103,1,SIGNAL
/รับซื้อ/รับซื้อโดรน-มุกดาหาร,title,LONG_SIGNAL,102,1,SIGNAL
/รับซื้อ/รับซื้อโดรน-ยโสธร,title,LONG_SIGNAL,99,1,SIGNAL
/รับซื้อ/รับซื้อโดรน-ร้อยเอ็ด,title,LONG_SIGNAL,102,1,SIGNAL
/รับซื้อ/รับซื้อโดรน-ศรีสะเกษ,title,LONG_SIGNAL,102,1,SIGNAL
/รับซื้อ/รับซื้อโดรน-สกลนคร,title,LONG_SIGNAL,100,1,SIGNAL
/รับซื้อ/รับซื้อโดรน-สุรินทร์,title,LONG_SIGNAL,102,1,SIGNAL
/รับซื้อ/รับซื้อโดรน-หนองคาย,title,LONG_SIGNAL,101,1,SIGNAL
/รับซื้อ/รับซื้อโดรน-หนองบัวลำภู,title,LONG_SIGNAL,105,1,SIGNAL
/รับซื้อ/รับซื้อโดรน-อำนาจเจริญ,title,LONG_SIGNAL,104,1,SIGNAL
/รับซื้อ/รับซื้อโดรน-อุดรธานี,title,LONG_SIGNAL,102,1,SIGNAL
/รับซื้อ/รับซื้อโดรน-อุบลราชธานี,title,LONG_SIGNAL,105,1,SIGNAL
/รับซื้อ/รับซื้อโดรน-เลย,title,LONG_SIGNAL,97,1,SIGNAL
/รับซื้อ/รับซื้อโน๊ตบุ๊คเกมมิ่ง-หนองบัวลำภู,title,LONG_SIGNAL,71,1,SIGNAL
/รับซื้อ/รับซื้อโน๊ตบุ๊คเกมมิ่ง-อุบลราชธานี,title,LONG_SIGNAL,71,1,SIGNAL
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-กาฬสินธุ์,title,LONG_SIGNAL,106,1,SIGNAL
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ขอนแก่น,title,LONG_SIGNAL,104,1,SIGNAL
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-ชัยภูมิ,title,LONG_SIGNAL,104,1,SIGNAL
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครพนม,title,LONG_SIGNAL,103,1,SIGNAL
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-นครราชสีมา,title,LONG_SIGNAL,107,1,SIGNAL
/รับซื้อ/รับเหมาประมูลอุปกรณ์ไอที-บึงกาฬ,title,LONG_SIGNAL,103,1,SIGNAL
