url,page_type,inbound_count,thin_evidence,reason_deferred,recommended_f04_action,status
"/รับซื้อ/รับซื้อของสะสม-นครพนม","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อของสะสม-นครราชสีมา","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อของสะสม-บึงกาฬ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อของสะสม-บุรีรัมย์","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อของสะสม-มหาสารคาม","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อของสะสม-มุกดาหาร","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อของสะสม-ยโสธร","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อของสะสม-ร้อยเอ็ด","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อของสะสม-ศรีสะเกษ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อของสะสม-สกลนคร","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อของสะสม-สุรินทร์","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อของสะสม-หนองคาย","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อของสะสม-หนองบัวลำภู","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อของสะสม-อำนาจเจริญ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อของสะสม-อุดรธานี","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อของสะสม-อุบลราชธานี","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อของสะสม-เลย","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อทีวี-กาฬสินธุ์","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อทีวี-ขอนแก่น","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อทีวี-ชัยภูมิ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อทีวี-นครพนม","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อทีวี-นครราชสีมา","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อทีวี-บึงกาฬ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อทีวี-บุรีรัมย์","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อทีวี-มหาสารคาม","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อทีวี-มุกดาหาร","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อทีวี-ยโสธร","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อทีวี-ร้อยเอ็ด","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อทีวี-ศรีสะเกษ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อทีวี-สกลนคร","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อทีวี-สุรินทร์","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อทีวี-หนองคาย","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อทีวี-หนองบัวลำภู","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อทีวี-อำนาจเจริญ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อทีวี-อุดรธานี","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อทีวี-อุบลราชธานี","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อทีวี-เลย","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้ออุปกรณ์-network-กาฬสินธุ์","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ขอนแก่น","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ชัยภูมิ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้ออุปกรณ์-network-นครพนม","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้ออุปกรณ์-network-นครราชสีมา","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้ออุปกรณ์-network-บึงกาฬ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้ออุปกรณ์-network-บุรีรัมย์","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้ออุปกรณ์-network-มหาสารคาม","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้ออุปกรณ์-network-มุกดาหาร","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ยโสธร","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ร้อยเอ็ด","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ศรีสะเกษ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้ออุปกรณ์-network-สกลนคร","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้ออุปกรณ์-network-สุรินทร์","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้ออุปกรณ์-network-หนองคาย","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้ออุปกรณ์-network-หนองบัวลำภู","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้ออุปกรณ์-network-อำนาจเจริญ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้ออุปกรณ์-network-อุดรธานี","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้ออุปกรณ์-network-อุบลราชธานี","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้ออุปกรณ์-network-เลย","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-กาฬสินธุ์","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ขอนแก่น","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ชัยภูมิ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-นครพนม","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-นครราชสีมา","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-บึงกาฬ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-บุรีรัมย์","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-มหาสารคาม","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-มุกดาหาร","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ยโสธร","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ร้อยเอ็ด","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ศรีสะเกษ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-สกลนคร","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-สุรินทร์","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-หนองคาย","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-หนองบัวลำภู","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อำนาจเจริญ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อุดรธานี","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อุบลราชธานี","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-เลย","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-กาฬสินธุ์","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ขอนแก่น","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ชัยภูมิ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครพนม","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครราชสีมา","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บึงกาฬ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บุรีรัมย์","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มหาสารคาม","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มุกดาหาร","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ยโสธร","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ร้อยเอ็ด","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ศรีสะเกษ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-สกลนคร","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-สุรินทร์","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-หนองคาย","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-หนองบัวลำภู","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-อำนาจเจริญ","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-อุดรธานี","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-อุบลราชธานี","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-เลย","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อโดรน-กาฬสินธุ์","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
"/รับซื้อ/รับซื้อโดรน-ขอนแก่น","service-x-location","2","content-quality-audit THIN","thin/template content — do not strengthen with Batch 11 links","rewrite-or-consolidate","DEFERRED"
