source_url,source_file,source_type,destination_url,destination_type,relationship,anchor_before,anchor_after_or_new,link_location,business_priority,gsc_evidence,thin_flag,cannibalization_risk,decision,reason
"/รับซื้อ/รับซื้อ-airpods-นครพนม","src/content/serviceAreas/รับซื้อ-airpods-นครพนม.md","service-x-location","/รับซื้อ/รับซื้อ-iphone-นครพนม","service-x-location","same-province-related-service","","รับซื้อ iPhone ในนครพนม","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-นครราชสีมา","src/content/serviceAreas/รับซื้อ-airpods-นครราชสีมา.md","service-x-location","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-นครราชสีมา","service-x-location","same-province-related-service","","รับซื้อ โน๊ตบุ๊ค ในนครราชสีมา","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-นครราชสีมา","src/content/serviceAreas/รับซื้อ-airpods-นครราชสีมา.md","service-x-location","/รับซื้อ/รับซื้อ-macbook-นครราชสีมา","service-x-location","same-province-related-service","","รับซื้อ MacBook ในนครราชสีมา","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-นครราชสีมา","src/content/serviceAreas/รับซื้อ-airpods-นครราชสีมา.md","service-x-location","/รับซื้อ/รับซื้อคอมพิวเตอร์-นครราชสีมา","service-x-location","same-province-related-service","","รับซื้อ คอมพิวเตอร์ ในนครราชสีมา","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-นครราชสีมา","src/content/serviceAreas/รับซื้อ-airpods-นครราชสีมา.md","service-x-location","/รับซื้อ/รับซื้อ-iphone-นครราชสีมา","service-x-location","same-province-related-service","","รับซื้อ iPhone ในนครราชสีมา","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-บึงกาฬ","src/content/serviceAreas/รับซื้อ-airpods-บึงกาฬ.md","service-x-location","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-บึงกาฬ","service-x-location","same-province-related-service","","รับซื้อ โน๊ตบุ๊ค ในบึงกาฬ","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-บึงกาฬ","src/content/serviceAreas/รับซื้อ-airpods-บึงกาฬ.md","service-x-location","/รับซื้อ/รับซื้อ-macbook-บึงกาฬ","service-x-location","same-province-related-service","","รับซื้อ MacBook ในบึงกาฬ","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-บึงกาฬ","src/content/serviceAreas/รับซื้อ-airpods-บึงกาฬ.md","service-x-location","/รับซื้อ/รับซื้อคอมพิวเตอร์-บึงกาฬ","service-x-location","same-province-related-service","","รับซื้อ คอมพิวเตอร์ ในบึงกาฬ","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-บึงกาฬ","src/content/serviceAreas/รับซื้อ-airpods-บึงกาฬ.md","service-x-location","/รับซื้อ/รับซื้อ-iphone-บึงกาฬ","service-x-location","same-province-related-service","","รับซื้อ iPhone ในบึงกาฬ","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-บุรีรัมย์","src/content/serviceAreas/รับซื้อ-airpods-บุรีรัมย์.md","service-x-location","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-บุรีรัมย์","service-x-location","same-province-related-service","","รับซื้อ โน๊ตบุ๊ค ในบุรีรัมย์","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-บุรีรัมย์","src/content/serviceAreas/รับซื้อ-airpods-บุรีรัมย์.md","service-x-location","/รับซื้อ/รับซื้อ-macbook-บุรีรัมย์","service-x-location","same-province-related-service","","รับซื้อ MacBook ในบุรีรัมย์","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-บุรีรัมย์","src/content/serviceAreas/รับซื้อ-airpods-บุรีรัมย์.md","service-x-location","/รับซื้อ/รับซื้อคอมพิวเตอร์-บุรีรัมย์","service-x-location","same-province-related-service","","รับซื้อ คอมพิวเตอร์ ในบุรีรัมย์","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-บุรีรัมย์","src/content/serviceAreas/รับซื้อ-airpods-บุรีรัมย์.md","service-x-location","/รับซื้อ/รับซื้อ-iphone-บุรีรัมย์","service-x-location","same-province-related-service","","รับซื้อ iPhone ในบุรีรัมย์","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-มหาสารคาม","src/content/serviceAreas/รับซื้อ-airpods-มหาสารคาม.md","service-x-location","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-มหาสารคาม","service-x-location","same-province-related-service","","รับซื้อ โน๊ตบุ๊ค ในมหาสารคาม","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-มหาสารคาม","src/content/serviceAreas/รับซื้อ-airpods-มหาสารคาม.md","service-x-location","/รับซื้อ/รับซื้อ-macbook-มหาสารคาม","service-x-location","same-province-related-service","","รับซื้อ MacBook ในมหาสารคาม","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-มหาสารคาม","src/content/serviceAreas/รับซื้อ-airpods-มหาสารคาม.md","service-x-location","/รับซื้อ/รับซื้อคอมพิวเตอร์-มหาสารคาม","service-x-location","same-province-related-service","","รับซื้อ คอมพิวเตอร์ ในมหาสารคาม","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-มหาสารคาม","src/content/serviceAreas/รับซื้อ-airpods-มหาสารคาม.md","service-x-location","/รับซื้อ/รับซื้อ-iphone-มหาสารคาม","service-x-location","same-province-related-service","","รับซื้อ iPhone ในมหาสารคาม","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-มุกดาหาร","src/content/serviceAreas/รับซื้อ-airpods-มุกดาหาร.md","service-x-location","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-มุกดาหาร","service-x-location","same-province-related-service","","รับซื้อ โน๊ตบุ๊ค ในมุกดาหาร","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-มุกดาหาร","src/content/serviceAreas/รับซื้อ-airpods-มุกดาหาร.md","service-x-location","/รับซื้อ/รับซื้อ-macbook-มุกดาหาร","service-x-location","same-province-related-service","","รับซื้อ MacBook ในมุกดาหาร","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-มุกดาหาร","src/content/serviceAreas/รับซื้อ-airpods-มุกดาหาร.md","service-x-location","/รับซื้อ/รับซื้อคอมพิวเตอร์-มุกดาหาร","service-x-location","same-province-related-service","","รับซื้อ คอมพิวเตอร์ ในมุกดาหาร","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-มุกดาหาร","src/content/serviceAreas/รับซื้อ-airpods-มุกดาหาร.md","service-x-location","/รับซื้อ/รับซื้อ-iphone-มุกดาหาร","service-x-location","same-province-related-service","","รับซื้อ iPhone ในมุกดาหาร","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-ยโสธร","src/content/serviceAreas/รับซื้อ-airpods-ยโสธร.md","service-x-location","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-ยโสธร","service-x-location","same-province-related-service","","รับซื้อ โน๊ตบุ๊ค ในยโสธร","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-ยโสธร","src/content/serviceAreas/รับซื้อ-airpods-ยโสธร.md","service-x-location","/รับซื้อ/รับซื้อ-macbook-ยโสธร","service-x-location","same-province-related-service","","รับซื้อ MacBook ในยโสธร","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-ยโสธร","src/content/serviceAreas/รับซื้อ-airpods-ยโสธร.md","service-x-location","/รับซื้อ/รับซื้อคอมพิวเตอร์-ยโสธร","service-x-location","same-province-related-service","","รับซื้อ คอมพิวเตอร์ ในยโสธร","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-ยโสธร","src/content/serviceAreas/รับซื้อ-airpods-ยโสธร.md","service-x-location","/รับซื้อ/รับซื้อ-iphone-ยโสธร","service-x-location","same-province-related-service","","รับซื้อ iPhone ในยโสธร","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-ร้อยเอ็ด","src/content/serviceAreas/รับซื้อ-airpods-ร้อยเอ็ด.md","service-x-location","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-ร้อยเอ็ด","service-x-location","same-province-related-service","","รับซื้อ โน๊ตบุ๊ค ในร้อยเอ็ด","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-ร้อยเอ็ด","src/content/serviceAreas/รับซื้อ-airpods-ร้อยเอ็ด.md","service-x-location","/รับซื้อ/รับซื้อ-macbook-ร้อยเอ็ด","service-x-location","same-province-related-service","","รับซื้อ MacBook ในร้อยเอ็ด","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-ร้อยเอ็ด","src/content/serviceAreas/รับซื้อ-airpods-ร้อยเอ็ด.md","service-x-location","/รับซื้อ/รับซื้อคอมพิวเตอร์-ร้อยเอ็ด","service-x-location","same-province-related-service","","รับซื้อ คอมพิวเตอร์ ในร้อยเอ็ด","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-ร้อยเอ็ด","src/content/serviceAreas/รับซื้อ-airpods-ร้อยเอ็ด.md","service-x-location","/รับซื้อ/รับซื้อ-iphone-ร้อยเอ็ด","service-x-location","same-province-related-service","","รับซื้อ iPhone ในร้อยเอ็ด","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-ศรีสะเกษ","src/content/serviceAreas/รับซื้อ-airpods-ศรีสะเกษ.md","service-x-location","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-ศรีสะเกษ","service-x-location","same-province-related-service","","รับซื้อ โน๊ตบุ๊ค ในศรีสะเกษ","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-ศรีสะเกษ","src/content/serviceAreas/รับซื้อ-airpods-ศรีสะเกษ.md","service-x-location","/รับซื้อ/รับซื้อ-macbook-ศรีสะเกษ","service-x-location","same-province-related-service","","รับซื้อ MacBook ในศรีสะเกษ","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-ศรีสะเกษ","src/content/serviceAreas/รับซื้อ-airpods-ศรีสะเกษ.md","service-x-location","/รับซื้อ/รับซื้อคอมพิวเตอร์-ศรีสะเกษ","service-x-location","same-province-related-service","","รับซื้อ คอมพิวเตอร์ ในศรีสะเกษ","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-ศรีสะเกษ","src/content/serviceAreas/รับซื้อ-airpods-ศรีสะเกษ.md","service-x-location","/รับซื้อ/รับซื้อ-iphone-ศรีสะเกษ","service-x-location","same-province-related-service","","รับซื้อ iPhone ในศรีสะเกษ","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-สกลนคร","src/content/serviceAreas/รับซื้อ-airpods-สกลนคร.md","service-x-location","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-สกลนคร","service-x-location","same-province-related-service","","รับซื้อ โน๊ตบุ๊ค ในสกลนคร","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-สกลนคร","src/content/serviceAreas/รับซื้อ-airpods-สกลนคร.md","service-x-location","/รับซื้อ/รับซื้อ-macbook-สกลนคร","service-x-location","same-province-related-service","","รับซื้อ MacBook ในสกลนคร","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-สกลนคร","src/content/serviceAreas/รับซื้อ-airpods-สกลนคร.md","service-x-location","/รับซื้อ/รับซื้อคอมพิวเตอร์-สกลนคร","service-x-location","same-province-related-service","","รับซื้อ คอมพิวเตอร์ ในสกลนคร","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-สกลนคร","src/content/serviceAreas/รับซื้อ-airpods-สกลนคร.md","service-x-location","/รับซื้อ/รับซื้อ-iphone-สกลนคร","service-x-location","same-province-related-service","","รับซื้อ iPhone ในสกลนคร","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-สุรินทร์","src/content/serviceAreas/รับซื้อ-airpods-สุรินทร์.md","service-x-location","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-สุรินทร์","service-x-location","same-province-related-service","","รับซื้อ โน๊ตบุ๊ค ในสุรินทร์","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-สุรินทร์","src/content/serviceAreas/รับซื้อ-airpods-สุรินทร์.md","service-x-location","/รับซื้อ/รับซื้อ-macbook-สุรินทร์","service-x-location","same-province-related-service","","รับซื้อ MacBook ในสุรินทร์","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-สุรินทร์","src/content/serviceAreas/รับซื้อ-airpods-สุรินทร์.md","service-x-location","/รับซื้อ/รับซื้อคอมพิวเตอร์-สุรินทร์","service-x-location","same-province-related-service","","รับซื้อ คอมพิวเตอร์ ในสุรินทร์","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-สุรินทร์","src/content/serviceAreas/รับซื้อ-airpods-สุรินทร์.md","service-x-location","/รับซื้อ/รับซื้อ-iphone-สุรินทร์","service-x-location","same-province-related-service","","รับซื้อ iPhone ในสุรินทร์","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-หนองคาย","src/content/serviceAreas/รับซื้อ-airpods-หนองคาย.md","service-x-location","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-หนองคาย","service-x-location","same-province-related-service","","รับซื้อ โน๊ตบุ๊ค ในหนองคาย","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-หนองคาย","src/content/serviceAreas/รับซื้อ-airpods-หนองคาย.md","service-x-location","/รับซื้อ/รับซื้อ-macbook-หนองคาย","service-x-location","same-province-related-service","","รับซื้อ MacBook ในหนองคาย","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-หนองคาย","src/content/serviceAreas/รับซื้อ-airpods-หนองคาย.md","service-x-location","/รับซื้อ/รับซื้อคอมพิวเตอร์-หนองคาย","service-x-location","same-province-related-service","","รับซื้อ คอมพิวเตอร์ ในหนองคาย","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-หนองคาย","src/content/serviceAreas/รับซื้อ-airpods-หนองคาย.md","service-x-location","/รับซื้อ/รับซื้อ-iphone-หนองคาย","service-x-location","same-province-related-service","","รับซื้อ iPhone ในหนองคาย","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-หนองบัวลำภู","src/content/serviceAreas/รับซื้อ-airpods-หนองบัวลำภู.md","service-x-location","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-หนองบัวลำภู","service-x-location","same-province-related-service","","รับซื้อ โน๊ตบุ๊ค ในหนองบัวลำภู","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-หนองบัวลำภู","src/content/serviceAreas/รับซื้อ-airpods-หนองบัวลำภู.md","service-x-location","/รับซื้อ/รับซื้อ-macbook-หนองบัวลำภู","service-x-location","same-province-related-service","","รับซื้อ MacBook ในหนองบัวลำภู","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-หนองบัวลำภู","src/content/serviceAreas/รับซื้อ-airpods-หนองบัวลำภู.md","service-x-location","/รับซื้อ/รับซื้อคอมพิวเตอร์-หนองบัวลำภู","service-x-location","same-province-related-service","","รับซื้อ คอมพิวเตอร์ ในหนองบัวลำภู","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-หนองบัวลำภู","src/content/serviceAreas/รับซื้อ-airpods-หนองบัวลำภู.md","service-x-location","/รับซื้อ/รับซื้อ-iphone-หนองบัวลำภู","service-x-location","same-province-related-service","","รับซื้อ iPhone ในหนองบัวลำภู","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-อำนาจเจริญ","src/content/serviceAreas/รับซื้อ-airpods-อำนาจเจริญ.md","service-x-location","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-อำนาจเจริญ","service-x-location","same-province-related-service","","รับซื้อ โน๊ตบุ๊ค ในอำนาจเจริญ","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-อำนาจเจริญ","src/content/serviceAreas/รับซื้อ-airpods-อำนาจเจริญ.md","service-x-location","/รับซื้อ/รับซื้อ-macbook-อำนาจเจริญ","service-x-location","same-province-related-service","","รับซื้อ MacBook ในอำนาจเจริญ","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
"/รับซื้อ/รับซื้อ-airpods-อำนาจเจริญ","src/content/serviceAreas/รับซื้อ-airpods-อำนาจเจริญ.md","service-x-location","/รับซื้อ/รับซื้อคอมพิวเตอร์-อำนาจเจริญ","service-x-location","same-province-related-service","","รับซื้อ คอมพิวเตอร์ ในอำนาจเจริญ","sidebar-related-in-province","P2","none","no","low-descriptive-anchor","ADD","horizontal spoke link: related service in same province per F-06 audit recommendation"
