source_url,destination_url,anchor,link_type,before_count,after_count,relationship,reason,status
"/รับซื้อ/รับซื้อ-airpods-ศรีสะเกษ","/รับซื้อ/รับซื้อ-macbook-ศรีสะเกษ","รับซื้อ MacBook ในศรีสะเกษ","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-ศรีสะเกษ","/รับซื้อ/รับซื้อคอมพิวเตอร์-ศรีสะเกษ","รับซื้อ คอมพิวเตอร์ ในศรีสะเกษ","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-ศรีสะเกษ","/รับซื้อ/รับซื้อ-iphone-ศรีสะเกษ","รับซื้อ iPhone ในศรีสะเกษ","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-สกลนคร","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-สกลนคร","รับซื้อ โน๊ตบุ๊ค ในสกลนคร","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-สกลนคร","/รับซื้อ/รับซื้อ-macbook-สกลนคร","รับซื้อ MacBook ในสกลนคร","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-สกลนคร","/รับซื้อ/รับซื้อคอมพิวเตอร์-สกลนคร","รับซื้อ คอมพิวเตอร์ ในสกลนคร","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-สกลนคร","/รับซื้อ/รับซื้อ-iphone-สกลนคร","รับซื้อ iPhone ในสกลนคร","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-สุรินทร์","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-สุรินทร์","รับซื้อ โน๊ตบุ๊ค ในสุรินทร์","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-สุรินทร์","/รับซื้อ/รับซื้อ-macbook-สุรินทร์","รับซื้อ MacBook ในสุรินทร์","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-สุรินทร์","/รับซื้อ/รับซื้อคอมพิวเตอร์-สุรินทร์","รับซื้อ คอมพิวเตอร์ ในสุรินทร์","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-สุรินทร์","/รับซื้อ/รับซื้อ-iphone-สุรินทร์","รับซื้อ iPhone ในสุรินทร์","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-หนองคาย","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-หนองคาย","รับซื้อ โน๊ตบุ๊ค ในหนองคาย","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-หนองคาย","/รับซื้อ/รับซื้อ-macbook-หนองคาย","รับซื้อ MacBook ในหนองคาย","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-หนองคาย","/รับซื้อ/รับซื้อคอมพิวเตอร์-หนองคาย","รับซื้อ คอมพิวเตอร์ ในหนองคาย","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-หนองคาย","/รับซื้อ/รับซื้อ-iphone-หนองคาย","รับซื้อ iPhone ในหนองคาย","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-หนองบัวลำภู","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-หนองบัวลำภู","รับซื้อ โน๊ตบุ๊ค ในหนองบัวลำภู","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-หนองบัวลำภู","/รับซื้อ/รับซื้อ-macbook-หนองบัวลำภู","รับซื้อ MacBook ในหนองบัวลำภู","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-หนองบัวลำภู","/รับซื้อ/รับซื้อคอมพิวเตอร์-หนองบัวลำภู","รับซื้อ คอมพิวเตอร์ ในหนองบัวลำภู","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-หนองบัวลำภู","/รับซื้อ/รับซื้อ-iphone-หนองบัวลำภู","รับซื้อ iPhone ในหนองบัวลำภู","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-อำนาจเจริญ","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-อำนาจเจริญ","รับซื้อ โน๊ตบุ๊ค ในอำนาจเจริญ","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-อำนาจเจริญ","/รับซื้อ/รับซื้อ-macbook-อำนาจเจริญ","รับซื้อ MacBook ในอำนาจเจริญ","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-อำนาจเจริญ","/รับซื้อ/รับซื้อคอมพิวเตอร์-อำนาจเจริญ","รับซื้อ คอมพิวเตอร์ ในอำนาจเจริญ","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-อำนาจเจริญ","/รับซื้อ/รับซื้อ-iphone-อำนาจเจริญ","รับซื้อ iPhone ในอำนาจเจริญ","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-อุดรธานี","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-อุดรธานี","รับซื้อ โน๊ตบุ๊ค ในอุดรธานี","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-อุดรธานี","/รับซื้อ/รับซื้อ-macbook-อุดรธานี","รับซื้อ MacBook ในอุดรธานี","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-อุดรธานี","/รับซื้อ/รับซื้อคอมพิวเตอร์-อุดรธานี","รับซื้อ คอมพิวเตอร์ ในอุดรธานี","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-อุดรธานี","/รับซื้อ/รับซื้อ-iphone-อุดรธานี","รับซื้อ iPhone ในอุดรธานี","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-อุบลราชธานี","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-อุบลราชธานี","รับซื้อโน๊ตบุ๊ค ในอุบลราชธานี","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-อุบลราชธานี","/รับซื้อ/รับซื้อ-macbook-อุบลราชธานี","รับซื้อ MacBook ในอุบลราชธานี","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-อุบลราชธานี","/รับซื้อ/รับซื้อคอมพิวเตอร์-อุบลราชธานี","รับซื้อคอมพิวเตอร์ ในอุบลราชธานี","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-อุบลราชธานี","/รับซื้อ/รับซื้อ-iphone-อุบลราชธานี","รับซื้อ iPhone ในอุบลราชธานี","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-เลย","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-เลย","รับซื้อ โน๊ตบุ๊ค ในเลย","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-เลย","/รับซื้อ/รับซื้อ-macbook-เลย","รับซื้อ MacBook ในเลย","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-เลย","/รับซื้อ/รับซื้อคอมพิวเตอร์-เลย","รับซื้อ คอมพิวเตอร์ ในเลย","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-airpods-เลย","/รับซื้อ/รับซื้อ-iphone-เลย","รับซื้อ iPhone ในเลย","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-apple-watch-กาฬสินธุ์","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-กาฬสินธุ์","รับซื้อ โน๊ตบุ๊ค ในกาฬสินธุ์","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-apple-watch-กาฬสินธุ์","/รับซื้อ/รับซื้อ-macbook-กาฬสินธุ์","รับซื้อ MacBook ในกาฬสินธุ์","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-apple-watch-กาฬสินธุ์","/รับซื้อ/รับซื้อคอมพิวเตอร์-กาฬสินธุ์","รับซื้อ คอมพิวเตอร์ ในกาฬสินธุ์","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-apple-watch-กาฬสินธุ์","/รับซื้อ/รับซื้อ-iphone-กาฬสินธุ์","รับซื้อ iPhone ในกาฬสินธุ์","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-apple-watch-ขอนแก่น","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-ขอนแก่น","รับซื้อ โน๊ตบุ๊ค ในขอนแก่น","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-apple-watch-ขอนแก่น","/รับซื้อ/รับซื้อ-macbook-ขอนแก่น","รับซื้อ MacBook ในขอนแก่น","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-apple-watch-ขอนแก่น","/รับซื้อ/รับซื้อคอมพิวเตอร์-ขอนแก่น","รับซื้อ คอมพิวเตอร์ ในขอนแก่น","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-apple-watch-ขอนแก่น","/รับซื้อ/รับซื้อ-iphone-ขอนแก่น","รับซื้อ iPhone ในขอนแก่น","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-apple-watch-ชัยภูมิ","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-ชัยภูมิ","รับซื้อ โน๊ตบุ๊ค ในชัยภูมิ","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-apple-watch-ชัยภูมิ","/รับซื้อ/รับซื้อ-macbook-ชัยภูมิ","รับซื้อ MacBook ในชัยภูมิ","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-apple-watch-ชัยภูมิ","/รับซื้อ/รับซื้อคอมพิวเตอร์-ชัยภูมิ","รับซื้อ คอมพิวเตอร์ ในชัยภูมิ","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-apple-watch-ชัยภูมิ","/รับซื้อ/รับซื้อ-iphone-ชัยภูมิ","รับซื้อ iPhone ในชัยภูมิ","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-apple-watch-นครพนม","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-นครพนม","รับซื้อ โน๊ตบุ๊ค ในนครพนม","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-apple-watch-นครพนม","/รับซื้อ/รับซื้อ-macbook-นครพนม","รับซื้อ MacBook ในนครพนม","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-apple-watch-นครพนม","/รับซื้อ/รับซื้อคอมพิวเตอร์-นครพนม","รับซื้อ คอมพิวเตอร์ ในนครพนม","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-apple-watch-นครพนม","/รับซื้อ/รับซื้อ-iphone-นครพนม","รับซื้อ iPhone ในนครพนม","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-apple-watch-นครราชสีมา","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-นครราชสีมา","รับซื้อ โน๊ตบุ๊ค ในนครราชสีมา","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-apple-watch-นครราชสีมา","/รับซื้อ/รับซื้อ-macbook-นครราชสีมา","รับซื้อ MacBook ในนครราชสีมา","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-apple-watch-นครราชสีมา","/รับซื้อ/รับซื้อคอมพิวเตอร์-นครราชสีมา","รับซื้อ คอมพิวเตอร์ ในนครราชสีมา","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-apple-watch-นครราชสีมา","/รับซื้อ/รับซื้อ-iphone-นครราชสีมา","รับซื้อ iPhone ในนครราชสีมา","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-apple-watch-บึงกาฬ","/รับซื้อ/รับซื้อโน๊ตบุ๊ค-บึงกาฬ","รับซื้อ โน๊ตบุ๊ค ในบึงกาฬ","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-apple-watch-บึงกาฬ","/รับซื้อ/รับซื้อ-macbook-บึงกาฬ","รับซื้อ MacBook ในบึงกาฬ","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-apple-watch-บึงกาฬ","/รับซื้อ/รับซื้อคอมพิวเตอร์-บึงกาฬ","รับซื้อ คอมพิวเตอร์ ในบึงกาฬ","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
"/รับซื้อ/รับซื้อ-apple-watch-บึงกาฬ","/รับซื้อ/รับซื้อ-iphone-บึงกาฬ","รับซื้อ iPhone ในบึงกาฬ","sidebar-related-in-province","0","1","same-province-related-service","Batch 11 approved selective internal link","ADDED"
