url,current_status,unicode_status,encoded_status,route_exists,sitemap,internal_links,mojibake,root_cause,recommended_classification,proposed_target,target_status,intent_match,seo_risk,business_risk,owner_approval_required,reason
https://amphon.co.th/รับซื้อ/รับซื้อ-hdd-อุบลราชธานี,init=308;final=200;rawLoc=true,308,308,content_file,no,0,location_risk,vercel_location_raw_utf8,FIX_ENCODING_ONLY,/รับซื้อ/รับซื้อ-ssd-อุบลราชธานี,http=200;index=likely_indexable;canon=yes;sm=yes;hops=0,yes,high,medium,yes,curl UTF-8 Location follow → 200 at replacement. Location is raw UTF-8 (not percent-encoded). Strict clients (Node fetch; likely some bots/GSC) mis-decode → mojibake path → 404. Do not restore retired routes.
https://amphon.co.th/บริการ/รับซื้อสินค้าไอที,init=308;final=200;rawLoc=true,308,308,content_file,no,7,location_risk,vercel_location_raw_utf8,FIX_ENCODING_ONLY,/รับซื้อสินค้าไอที,http=200;index=likely_indexable;canon=yes;sm=yes;hops=0,yes,high,high,yes,curl UTF-8 Location follow → 200 at replacement. Location is raw UTF-8 (not percent-encoded). Strict clients (Node fetch; likely some bots/GSC) mis-decode → mojibake path → 404. Do not restore retired routes.
https://amphon.co.th/รับซื้อ/รับซื้อ-hdd-บึงกาฬ,init=308;final=200;rawLoc=true,308,308,content_file,no,0,location_risk,vercel_location_raw_utf8,FIX_ENCODING_ONLY,/รับซื้อ/รับซื้อ-ssd-บึงกาฬ,http=200;index=likely_indexable;canon=yes;sm=yes;hops=0,yes,high,medium,yes,curl UTF-8 Location follow → 200 at replacement. Location is raw UTF-8 (not percent-encoded). Strict clients (Node fetch; likely some bots/GSC) mis-decode → mojibake path → 404. Do not restore retired routes.
https://amphon.co.th/รับซื้อ/รับซื้อเลนส์-ร้อยเอ็ด,init=308;final=200;rawLoc=true,308,308,content_file,no,0,location_risk,vercel_location_raw_utf8,FIX_ENCODING_ONLY,/บริการ/รับซื้อเลนส์กล้อง,http=200;index=likely_indexable;canon=yes;sm=yes;hops=0,yes,high,medium,yes,curl UTF-8 Location follow → 200 at replacement. Location is raw UTF-8 (not percent-encoded). Strict clients (Node fetch; likely some bots/GSC) mis-decode → mojibake path → 404. Do not restore retired routes.
https://amphon.co.th/blog/how-to-reset-playstation,init=308;final=200;rawLoc=false,308,308,no,no,0,no,intentional_redirect,REQUIRES_OWNER_DECISION,/blog,http=200;index=likely_indexable;canon=yes;sm=yes;hops=0,partial_blog_index,high,medium,yes,"308→/blog works (ASCII Location). Article retired. Owner: keep redirect, KEEP_404_GONE, or restore article."
https://amphon.co.th/blog/check-nintendo-joycon,init=308;final=200;rawLoc=false,308,308,no,no,0,no,intentional_redirect,REQUIRES_OWNER_DECISION,/blog,http=200;index=likely_indexable;canon=yes;sm=yes;hops=0,partial_blog_index,high,medium,yes,"308→/blog works (ASCII Location). Article retired. Owner: keep redirect, KEEP_404_GONE, or restore article."
https://amphon.co.th/บริการ/รับซื้อ-storage-nas,init=308;final=200;rawLoc=true,308,308,no,no,0,location_risk,vercel_location_raw_utf8,FIX_ENCODING_ONLY,/บริการ/รับซื้อ-nas,http=200;index=likely_indexable;canon=yes;sm=yes;hops=0,yes,high,medium,yes,curl UTF-8 Location follow → 200 at replacement. Location is raw UTF-8 (not percent-encoded). Strict clients (Node fetch; likely some bots/GSC) mis-decode → mojibake path → 404. Do not restore retired routes.
https://amphon.co.th/บริการ/รับซื้อ-gopro,init=308;final=200;rawLoc=true,308,308,no,no,23,location_risk,vercel_location_raw_utf8,FIX_ENCODING_ONLY,/บริการ/รับซื้อ-gopro-action-camera,http=200;index=likely_indexable;canon=yes;sm=yes;hops=0,yes,high,medium,yes,curl UTF-8 Location follow → 200 at replacement. Location is raw UTF-8 (not percent-encoded). Strict clients (Node fetch; likely some bots/GSC) mis-decode → mojibake path → 404. Do not restore retired routes.
https://amphon.co.th/บริการ/รับซื้อเลนส์,init=308;final=200;rawLoc=true,308,308,no,no,30,location_risk,vercel_location_raw_utf8,FIX_ENCODING_ONLY,/บริการ/รับซื้อเลนส์กล้อง,http=200;index=likely_indexable;canon=yes;sm=yes;hops=0,yes,high,medium,yes,curl UTF-8 Location follow → 200 at replacement. Location is raw UTF-8 (not percent-encoded). Strict clients (Node fetch; likely some bots/GSC) mis-decode → mojibake path → 404. Do not restore retired routes.
https://amphon.co.th/บริการ/รับซื้อ-hdd,init=308;final=200;rawLoc=true,308,308,no,no,0,location_risk,vercel_location_raw_utf8,FIX_ENCODING_ONLY,/บริการ/รับซื้อ-ssd,http=200;index=likely_indexable;canon=yes;sm=yes;hops=0,yes,high,medium,yes,curl UTF-8 Location follow → 200 at replacement. Location is raw UTF-8 (not percent-encoded). Strict clients (Node fetch; likely some bots/GSC) mis-decode → mojibake path → 404. Do not restore retired routes.
